id,text,token_count
1193518," I am even wiser than my elders,
    for I have kept your commandments.",18
1193519," I am even wiser than my elders,
    for I have kept your commandments.",18
1193520," I am even wiser than my elders,
    for I have kept your commandments.",18
1193521," I am even wiser than my elders,
    for I have kept your commandments.",18
1193522," I am even wiser than my elders,
    for I have kept your commandments.",18
1193523," I am even wiser than my elders,
    for I have kept your commandments.",18
1193524," I am even wiser than my elders,
    for I have kept your commandments.",18
1193525," I am even wiser than my elders,
    for I have kept your commandments.",18
1193526," I am even wiser than my elders,
    for I have kept your commandments.",18
1193527," I am even wiser than my elders,
    for I have kept your commandments.",18
1193528," I am even wiser than my elders,
    for I have kept your commandments.",18
1193529," I am even wiser than my elders,
    for I have kept your commandments.",18
1193530," I am even wiser than my elders,
    for I have kept your commandments.",18
1193531," I am even wiser than my elders,
    for I have kept your commandments.",18
1193532," I am even wiser than my elders,
    for I have kept your commandments.",18
1193533," I am even wiser than my elders,
    for I have kept your commandments.",18
1193534," I am even wiser than my elders,
    for I have kept your commandments.",18
1193535," I am even wiser than my elders,
    for I have kept your commandments.",18
1193536," I am even wiser than my elders,
    for I have kept your commandments.",18
1193537," I am even wiser than my elders,
    for I have kept your commandments.",18
1193538," I am even wiser than my elders,
    for I have kept your commandments.",18
1193539," I am even wiser than my elders,
    for I have kept your commandments.",18
1193540," I am even wiser than my elders,
    for I have kept your commandments.",18
1193541," I am even wiser than my elders,
    for I have kept your commandments.",18
1193542," I am even wiser than my elders,
    for I have kept your commandments.",18
1193543," I am even wiser than my elders,
    for I have kept your commandments.",18
1193544," I am even wiser than my elders,
    for I have kept your commandments.",18
1193545," I am even wiser than my elders,
    for I have kept your commandments.",18
1193546," I am even wiser than my elders,
    for I have kept your commandments.",18
1193547," I am even wiser than my elders,
    for I have kept your commandments.",18
1193548," I am even wiser than my elders,
    for I have kept your commandments.",18
1193549," I am even wiser than my elders,
    for I have kept your commandments.",18
1193550," I am even wiser than my elders,
    for I have kept your commandments.",18
1193551," I am even wiser than my elders,
    for I have kept your commandments.",18
1193552," I am even wiser than my elders,
    for I have kept your commandments.",18
1193553," I am even wiser than my elders,
    for I have kept your commandments.",18
1193554," I am even wiser than my elders,
    for I have kept your commandments.",18
1193555," I am even wiser than my elders,
    for I have kept your commandments.",18
1193556," I am even wiser than my elders,
    for I have kept your commandments.",18
1193557," I am even wiser than my elders,
    for I have kept your commandments.",18
1193558," I am even wiser than my elders,
    for I have kept your commandments.",18
1193559," I am even wiser than my elders,
    for I have kept your commandments.",18
1193560," I am even wiser than my elders,
    for I have kept your commandments.",18
1193561," I am even wiser than my elders,
    for I have kept your commandments.",18
1193562," I am even wiser than my elders,
    for I have kept your commandments.",18
1193563," I am even wiser than my elders,
    for I have kept your commandments.",18
1193564," I am even wiser than my elders,
    for I have kept your commandments.",18
1193565," I am even wiser than my elders,
    for I have kept your commandments.",18
1193566," I am even wiser than my elders,
    for I have kept your commandments.",18
1193567," I am even wiser than my elders,
    for I have kept your commandments.",18
1193568," I am even wiser than my elders,
    for I have kept your commandments.",18
1193569," I am even wiser than my elders,
    for I have kept your commandments.",18
1193570," I am even wiser than my elders,
    for I have kept your commandments.",18
1193571," I am even wiser than my elders,
    for I have kept your commandments.",18
1193572," I am even wiser than my elders,
    for I have kept your commandments.",18
1193573," I am even wiser than my elders,
    for I have kept your commandments.",18
1193574," I am even wiser than my elders,
    for I have kept your commandments.",18
1193575," I am even wiser than my elders,
    for I have kept your commandments.",18
1193576," I am even wiser than my elders,
    for I have kept your commandments.",18
1193577," I am even wiser than my elders,
    for I have kept your commandments.",18
1193578," I am even wiser than my elders,
    for I have kept your commandments.",18
1193579," I am even wiser than my elders,
    for I have kept your commandments.",18
1193580," I am even wiser than my elders,
    for I have kept your commandments.",18
1193581," I am even wiser than my elders,
    for I have kept your commandments.",18
1193582," I am even wiser than my elders,
    for I have kept your commandments.",18
1193583," I am even wiser than my elders,
    for I have kept your commandments.",18
1193584," I am even wiser than my elders,
    for I have kept your commandments.",18
1193585," I am even wiser than my elders,
    for I have kept your commandments.",18
1193586," I am even wiser than my elders,
    for I have kept your commandments.",18
1193587," I am even wiser than my elders,
    for I have kept your commandments.",18
1193588," I am even wiser than my elders,
    for I have kept your commandments.",18
1193589," I am even wiser than my elders,
    for I have kept your commandments.",18
1193590," I am even wiser than my elders,
    for I have kept your commandments.",18
1193591," I am even wiser than my elders,
    for I have kept your commandments.",18
1193592," I am even wiser than my elders,
    for I have kept your commandments.",18
1193593," I am even wiser than my elders,
    for I have kept your commandments.",18
1193594," I am even wiser than my elders,
    for I have kept your commandments.",18
1193595," I am even wiser than my elders,
    for I have kept your commandments.",18
1193596," I am even wiser than my elders,
    for I have kept your commandments.",18
1193597," I am even wiser than my elders,
    for I have kept your commandments.",18
1193598," I am even wiser than my elders,
    for I have kept your commandments.",18
1193599," I am even wiser than my elders,
    for I have kept your commandments.",18
1193600," I am even wiser than my elders,
    for I have kept your commandments.",18
1193601," I am even wiser than my elders,
    for I have kept your commandments.",18
1193602," I am even wiser than my elders,
    for I have kept your commandments.",18
1193603," I am even wiser than my elders,
    for I have kept your commandments.",18
1193604," I am even wiser than my elders,
    for I have kept your commandments.",18
1193605," I am even wiser than my elders,
    for I have kept your commandments.",18
1193606," I am even wiser than my elders,
    for I have kept your commandments.",18
1193607," I am even wiser than my elders,
    for I have kept your commandments.",18
1193608," I am even wiser than my elders,
    for I have kept your commandments.",18
1193609," I am even wiser than my elders,
    for I have kept your commandments.",18
1193610," I am even wiser than my elders,
    for I have kept your commandments.",18
1193611," I am even wiser than my elders,
    for I have kept your commandments.",18
1193612," I am even wiser than my elders,
    for I have kept your commandments.",18
1193613," I am even wiser than my elders,
    for I have kept your commandments.",18
1193614," I am even wiser than my elders,
    for I have kept your commandments.",18
1193615," I am even wiser than my elders,
    for I have kept your commandments.",18
1193616," I am even wiser than my elders,
    for I have kept your commandments.",18
1193617," I am even wiser than my elders,
    for I have kept your commandments.",18
1193618," I am even wiser than my elders,
    for I have kept your commandments.",18
1193619," I am even wiser than my elders,
    for I have kept your commandments.",18
1193620," I am even wiser than my elders,
    for I have kept your commandments.",18
1193621," I am even wiser than my elders,
    for I have kept your commandments.",18
1193622," I am even wiser than my elders,
    for I have kept your commandments.",18
1193623," I am even wiser than my elders,
    for I have kept your commandments.",18
1193624," I am even wiser than my elders,
    for I have kept your commandments.",18
1193625," I am even wiser than my elders,
    for I have kept your commandments.",18
1193626," I am even wiser than my elders,
    for I have kept your commandments.",18
1193627," I am even wiser than my elders,
    for I have kept your commandments.",18
1193628," I am even wiser than my elders,
    for I have kept your commandments.",18
1193629," I am even wiser than my elders,
    for I have kept your commandments.",18
1193630," I am even wiser than my elders,
    for I have kept your commandments.",18
1193631," I am even wiser than my elders,
    for I have kept your commandments.",18
1193632," I am even wiser than my elders,
    for I have kept your commandments.",18
1193633," I am even wiser than my elders,
    for I have kept your commandments.",18
1193634," I am even wiser than my elders,
    for I have kept your commandments.",18
1193635," I am even wiser than my elders,
    for I have kept your commandments.",18
1193636," I am even wiser than my elders,
    for I have kept your commandments.",18
1193637," I am even wiser than my elders,
    for I have kept your commandments.",18
1193638," I am even wiser than my elders,
    for I have kept your commandments.",18
1193639," I am even wiser than my elders,
    for I have kept your commandments.",18
1193640," I am even wiser than my elders,
    for I have kept your commandments.",18
1193641," I am even wiser than my elders,
    for I have kept your commandments.",18
1193642," I am even wiser than my elders,
    for I have kept your commandments.",18
1193643," I am even wiser than my elders,
    for I have kept your commandments.",18
1193644," I am even wiser than my elders,
    for I have kept your commandments.",18
1193645," I am even wiser than my elders,
    for I have kept your commandments.",18
1193646," I am even wiser than my elders,
    for I have kept your commandments.",18
1193647," I am even wiser than my elders,
    for I have kept your commandments.",18
1193648," I am even wiser than my elders,
    for I have kept your commandments.",18
1193649," I am even wiser than my elders,
    for I have kept your commandments.",18
1193650," I am even wiser than my elders,
    for I have kept your commandments.",18
1193651," I am even wiser than my elders,
    for I have kept your commandments.",18
1193652," I am even wiser than my elders,
    for I have kept your commandments.",18
1193653," I am even wiser than my elders,
    for I have kept your commandments.",18
1193654," I am even wiser than my elders,
    for I have kept your commandments.",18
1193655," I am even wiser than my elders,
    for I have kept your commandments.",18
1193656," I am even wiser than my elders,
    for I have kept your commandments.",18
1193657," I am even wiser than my elders,
    for I have kept your commandments.",18
1193658," I am even wiser than my elders,
    for I have kept your commandments.",18
1193659," I am even wiser than my elders,
    for I have kept your commandments.",18
1193660," I am even wiser than my elders,
    for I have kept your commandments.",18
1193661," I am even wiser than my elders,
    for I have kept your commandments.",18
1193662," I am even wiser than my elders,
    for I have kept your commandments.",18
1193663," I am even wiser than my elders,
    for I have kept your commandments.",18
1193664," I am even wiser than my elders,
    for I have kept your commandments.",18
1193665," I am even wiser than my elders,
    for I have kept your commandments.",18
1193666," I am even wiser than my elders,
    for I have kept your commandments.",18
1193667," I am even wiser than my elders,
    for I have kept your commandments.",18
1193668," I am even wiser than my elders,
    for I have kept your commandments.",18
1193669," I am even wiser than my elders,
    for I have kept your commandments.",18
1193670," I am even wiser than my elders,
    for I have kept your commandments.",18
1193671," I am even wiser than my elders,
    for I have kept your commandments.",18
1193672," I am even wiser than my elders,
    for I have kept your commandments.",18
1193673," I am even wiser than my elders,
    for I have kept your commandments.",18
1193674," I am even wiser than my elders,
    for I have kept your commandments.",18
1193675," I am even wiser than my elders,
    for I have kept your commandments.",18
1193676," I am even wiser than my elders,
    for I have kept your commandments.",18
1193677," I am even wiser than my elders,
    for I have kept your commandments.",18
1193678," I am even wiser than my elders,
    for I have kept your commandments.",18
1193679," I am even wiser than my elders,
    for I have kept your commandments.",18
1193680," I am even wiser than my elders,
    for I have kept your commandments.",18
1193681," I am even wiser than my elders,
    for I have kept your commandments.",18
1193682," I am even wiser than my elders,
    for I have kept your commandments.",18
1193683," I am even wiser than my elders,
    for I have kept your commandments.",18
1193684," I am even wiser than my elders,
    for I have kept your commandments.",18
1193685," I am even wiser than my elders,
    for I have kept your commandments.",18
1193686," I am even wiser than my elders,
    for I have kept your commandments.",18
1193687," I am even wiser than my elders,
    for I have kept your commandments.",18
1193688," I am even wiser than my elders,
    for I have kept your commandments.",18
1193689," I am even wiser than my elders,
    for I have kept your commandments.",18
1193690," I am even wiser than my elders,
    for I have kept your commandments.",18
1193691," I am even wiser than my elders,
    for I have kept your commandments.",18
1193692," I am even wiser than my elders,
    for I have kept your commandments.",18
1193693," I am even wiser than my elders,
    for I have kept your commandments.",18
1193694," I am even wiser than my elders,
    for I have kept your commandments.",18
1193695," I am even wiser than my elders,
    for I have kept your commandments.",18
1193696," I am even wiser than my elders,
    for I have kept your commandments.",18
1193697," I am even wiser than my elders,
    for I have kept your commandments.",18
1193698," I am even wiser than my elders,
    for I have kept your commandments.",18
1193699," I am even wiser than my elders,
    for I have kept your commandments.",18
1193700," I am even wiser than my elders,
    for I have kept your commandments.",18
1193701," I am even wiser than my elders,
    for I have kept your commandments.",18
1193702," I am even wiser than my elders,
    for I have kept your commandments.",18
1193703," I am even wiser than my elders,
    for I have kept your commandments.",18
1193704," I am even wiser than my elders,
    for I have kept your commandments.",18
1193705," I am even wiser than my elders,
    for I have kept your commandments.",18
1193706," I am even wiser than my elders,
    for I have kept your commandments.",18
1193707," I am even wiser than my elders,
    for I have kept your commandments.",18
1193708," I am even wiser than my elders,
    for I have kept your commandments.",18
1193709," I am even wiser than my elders,
    for I have kept your commandments.",18
1193710," I am even wiser than my elders,
    for I have kept your commandments.",18
1193711," I am even wiser than my elders,
    for I have kept your commandments.",18
1193712," I am even wiser than my elders,
    for I have kept your commandments.",18
1193713," I am even wiser than my elders,
    for I have kept your commandments.",18
1193714," I am even wiser than my elders,
    for I have kept your commandments.",18
1193715," I am even wiser than my elders,
    for I have kept your commandments.",18
1193716," I am even wiser than my elders,
    for I have kept your commandments.",18
1193717," I am even wiser than my elders,
    for I have kept your commandments.",18
1193718," I am even wiser than my elders,
    for I have kept your commandments.",18
1193719," I am even wiser than my elders,
    for I have kept your commandments.",18
1193720," I am even wiser than my elders,
    for I have kept your commandments.",18
1193721," I am even wiser than my elders,
    for I have kept your commandments.",18
1193722," I am even wiser than my elders,
    for I have kept your commandments.",18
1193723," I am even wiser than my elders,
    for I have kept your commandments.",18
1193724," I am even wiser than my elders,
    for I have kept your commandments.",18
1193725," I am even wiser than my elders,
    for I have kept your commandments.",18
1193726," I am even wiser than my elders,
    for I have kept your commandments.",18
1193727," I am even wiser than my elders,
    for I have kept your commandments.",18
1193728," I am even wiser than my elders,
    for I have kept your commandments.",18
1193729," I am even wiser than my elders,
    for I have kept your commandments.",18
1193730," I am even wiser than my elders,
    for I have kept your commandments.",18
1193731," I am even wiser than my elders,
    for I have kept your commandments.",18
1193732," I am even wiser than my elders,
    for I have kept your commandments.",18
1193733," I am even wiser than my elders,
    for I have kept your commandments.",18
1193734," I am even wiser than my elders,
    for I have kept your commandments.",18
1193735," I am even wiser than my elders,
    for I have kept your commandments.",18
1193736," I am even wiser than my elders,
    for I have kept your commandments.",18
1193737," I am even wiser than my elders,
    for I have kept your commandments.",18
1193738," I am even wiser than my elders,
    for I have kept your commandments.",18
1193739," I am even wiser than my elders,
    for I have kept your commandments.",18
1193740," I am even wiser than my elders,
    for I have kept your commandments.",18
1193741," I am even wiser than my elders,
    for I have kept your commandments.",18
1193742," I am even wiser than my elders,
    for I have kept your commandments.",18
1193743," I am even wiser than my elders,
    for I have kept your commandments.",18
1193744," I am even wiser than my elders,
    for I have kept your commandments.",18
1193745," I am even wiser than my elders,
    for I have kept your commandments.",18
1193746," I am even wiser than my elders,
    for I have kept your commandments.",18
1193747," I am even wiser than my elders,
    for I have kept your commandments.",18
1193748," I am even wiser than my elders,
    for I have kept your commandments.",18
1193749," I am even wiser than my elders,
    for I have kept your commandments.",18
1193750," I am even wiser than my elders,
    for I have kept your commandments.",18
1193751," I am even wiser than my elders,
    for I have kept your commandments.",18
1193752," I am even wiser than my elders,
    for I have kept your commandments.",18
1193753," I am even wiser than my elders,
    for I have kept your commandments.",18
1193754," I am even wiser than my elders,
    for I have kept your commandments.",18
1193755," I am even wiser than my elders,
    for I have kept your commandments.",18
1193756," I am even wiser than my elders,
    for I have kept your commandments.",18
1193757," I am even wiser than my elders,
    for I have kept your commandments.",18
1193758," I am even wiser than my elders,
    for I have kept your commandments.",18
1193759," I am even wiser than my elders,
    for I have kept your commandments.",18
1193760," I am even wiser than my elders,
    for I have kept your commandments.",18
1193761," I am even wiser than my elders,
    for I have kept your commandments.",18
1193762," I am even wiser than my elders,
    for I have kept your commandments.",18
1193763," I am even wiser than my elders,
    for I have kept your commandments.",18
1193764," I am even wiser than my elders,
    for I have kept your commandments.",18
1193765," I am even wiser than my elders,
    for I have kept your commandments.",18
1193766," I am even wiser than my elders,
    for I have kept your commandments.",18
1193767," I am even wiser than my elders,
    for I have kept your commandments.",18
1193768," I am even wiser than my elders,
    for I have kept your commandments.",18
1193769," I am even wiser than my elders,
    for I have kept your commandments.",18
1193770," I am even wiser than my elders,
    for I have kept your commandments.",18
1193771," I am even wiser than my elders,
    for I have kept your commandments.",18
1193772," I am even wiser than my elders,
    for I have kept your commandments.",18
1193773," I am even wiser than my elders,
    for I have kept your commandments.",18
1193774," I am even wiser than my elders,
    for I have kept your commandments.",18
1193775," I am even wiser than my elders,
    for I have kept your commandments.",18
1193776," I am even wiser than my elders,
    for I have kept your commandments.",18
1193777," I am even wiser than my elders,
    for I have kept your commandments.",18
1193778," I am even wiser than my elders,
    for I have kept your commandments.",18
1193779," I am even wiser than my elders,
    for I have kept your commandments.",18
1193780," I am even wiser than my elders,
    for I have kept your commandments.",18
1193781," I am even wiser than my elders,
    for I have kept your commandments.",18
1193782," I am even wiser than my elders,
    for I have kept your commandments.",18
1193783," I am even wiser than my elders,
    for I have kept your commandments.",18
1193784," I am even wiser than my elders,
    for I have kept your commandments.",18
1193785," I am even wiser than my elders,
    for I have kept your commandments.",18
1193786," I am even wiser than my elders,
    for I have kept your commandments.",18
1193787," I am even wiser than my elders,
    for I have kept your commandments.",18
1193788," I am even wiser than my elders,
    for I have kept your commandments.",18
1193789," I am even wiser than my elders,
    for I have kept your commandments.",18
1193790," I am even wiser than my elders,
    for I have kept your commandments.",18
1193791," I am even wiser than my elders,
    for I have kept your commandments.",18
1193792," I am even wiser than my elders,
    for I have kept your commandments.",18
1193793," I am even wiser than my elders,
    for I have kept your commandments.",18
1193794," I am even wiser than my elders,
    for I have kept your commandments.",18
1193795," I am even wiser than my elders,
    for I have kept your commandments.",18
1193796," I am even wiser than my elders,
    for I have kept your commandments.",18
1193797," I am even wiser than my elders,
    for I have kept your commandments.",18
1193798," I am even wiser than my elders,
    for I have kept your commandments.",18
1193799," I am even wiser than my elders,
    for I have kept your commandments.",18
1193800," I am even wiser than my elders,
    for I have kept your commandments.",18
1193801," I am even wiser than my elders,
    for I have kept your commandments.",18
1193802," I am even wiser than my elders,
    for I have kept your commandments.",18
1193803," I am even wiser than my elders,
    for I have kept your commandments.",18
1193804," I am even wiser than my elders,
    for I have kept your commandments.",18
1193805," I am even wiser than my elders,
    for I have kept your commandments.",18
1193806," I am even wiser than my elders,
    for I have kept your commandments.",18
1193807," I am even wiser than my elders,
    for I have kept your commandments.",18
1193808," I am even wiser than my elders,
    for I have kept your commandments.",18
1193809," I am even wiser than my elders,
    for I have kept your commandments.",18
1193810," I am even wiser than my elders,
    for I have kept your commandments.",18
1193811," I am even wiser than my elders,
    for I have kept your commandments.",18
1193812," I am even wiser than my elders,
    for I have kept your commandments.",18
1193813," I am even wiser than my elders,
    for I have kept your commandments.",18
1193814," I am even wiser than my elders,
    for I have kept your commandments.",18
1193815," I am even wiser than my elders,
    for I have kept your commandments.",18
1193816," I am even wiser than my elders,
    for I have kept your commandments.",18
1193817," I am even wiser than my elders,
    for I have kept your commandments.",18
1193818," I am even wiser than my elders,
    for I have kept your commandments.",18
1193819," I am even wiser than my elders,
    for I have kept your commandments.",18
1193820," I am even wiser than my elders,
    for I have kept your commandments.",18
1193821," I am even wiser than my elders,
    for I have kept your commandments.",18
1193822," I am even wiser than my elders,
    for I have kept your commandments.",18
1193823," I am even wiser than my elders,
    for I have kept your commandments.",18
1193824," I am even wiser than my elders,
    for I have kept your commandments.",18
1193825," I am even wiser than my elders,
    for I have kept your commandments.",18
1193826," I am even wiser than my elders,
    for I have kept your commandments.",18
1193827," I am even wiser than my elders,
    for I have kept your commandments.",18
1193828," I am even wiser than my elders,
    for I have kept your commandments.",18
1193829," I am even wiser than my elders,
    for I have kept your commandments.",18
1193830," I am even wiser than my elders,
    for I have kept your commandments.",18
1193831," I am even wiser than my elders,
    for I have kept your commandments.",18
1193832," I am even wiser than my elders,
    for I have kept your commandments.",18
1193833," I am even wiser than my elders,
    for I have kept your commandments.",18
1193834," I am even wiser than my elders,
    for I have kept your commandments.",18
1193835," I am even wiser than my elders,
    for I have kept your commandments.",18
1193836," I am even wiser than my elders,
    for I have kept your commandments.",18
1193837," I am even wiser than my elders,
    for I have kept your commandments.",18
1193838," I am even wiser than my elders,
    for I have kept your commandments.",18
1193839," I am even wiser than my elders,
    for I have kept your commandments.",18
1193840," I am even wiser than my elders,
    for I have kept your commandments.",18
1193841," I am even wiser than my elders,
    for I have kept your commandments.",18
1193842," I am even wiser than my elders,
    for I have kept your commandments.",18
1193843," I am even wiser than my elders,
    for I have kept your commandments.",18
1193844," I am even wiser than my elders,
    for I have kept your commandments.",18
1193845," I am even wiser than my elders,
    for I have kept your commandments.",18
1193846," I am even wiser than my elders,
    for I have kept your commandments.",18
1193847," I am even wiser than my elders,
    for I have kept your commandments.",18
1193848," I am even wiser than my elders,
    for I have kept your commandments.",18
1193849," I am even wiser than my elders,
    for I have kept your commandments.",18
1193850," I am even wiser than my elders,
    for I have kept your commandments.",18
1193851," I am even wiser than my elders,
    for I have kept your commandments.",18
1193852," I am even wiser than my elders,
    for I have kept your commandments.",18
1193853," I am even wiser than my elders,
    for I have kept your commandments.",18
1193854," I am even wiser than my elders,
    for I have kept your commandments.",18
1193855," I am even wiser than my elders,
    for I have kept your commandments.",18
1193856," I am even wiser than my elders,
    for I have kept your commandments.",18
1193857," I am even wiser than my elders,
    for I have kept your commandments.",18
1193858," I am even wiser than my elders,
    for I have kept your commandments.",18
1193859," I am even wiser than my elders,
    for I have kept your commandments.",18
1193860," I am even wiser than my elders,
    for I have kept your commandments.",18
1193861," I am even wiser than my elders,
    for I have kept your commandments.",18
1193862," I am even wiser than my elders,
    for I have kept your commandments.",18
1193863," I am even wiser than my elders,
    for I have kept your commandments.",18
1193864," I am even wiser than my elders,
    for I have kept your commandments.",18
1193865," I am even wiser than my elders,
    for I have kept your commandments.",18
1193866," I am even wiser than my elders,
    for I have kept your commandments.",18
1193867," I am even wiser than my elders,
    for I have kept your commandments.",18
1193868," I am even wiser than my elders,
    for I have kept your commandments.",18
1193869," I am even wiser than my elders,
    for I have kept your commandments.",18
1193870," I am even wiser than my elders,
    for I have kept your commandments.",18
1193871," I am even wiser than my elders,
    for I have kept your commandments.",18
1193872," I am even wiser than my elders,
    for I have kept your commandments.",18
1193873," I am even wiser than my elders,
    for I have kept your commandments.",18
1193874," I am even wiser than my elders,
    for I have kept your commandments.",18
1193875," I am even wiser than my elders,
    for I have kept your commandments.",18
1193876," I am even wiser than my elders,
    for I have kept your commandments.",18
1193877," I am even wiser than my elders,
    for I have kept your commandments.",18
1193878," I am even wiser than my elders,
    for I have kept your commandments.",18
1193879," I am even wiser than my elders,
    for I have kept your commandments.",18
1193880," I am even wiser than my elders,
    for I have kept your commandments.",18
1193881," I am even wiser than my elders,
    for I have kept your commandments.",18
1193882," I am even wiser than my elders,
    for I have kept your commandments.",18
1193883," I am even wiser than my elders,
    for I have kept your commandments.",18
1193884," I am even wiser than my elders,
    for I have kept your commandments.",18
1193885," I am even wiser than my elders,
    for I have kept your commandments.",18
1193886," I am even wiser than my elders,
    for I have kept your commandments.",18
1193887," I am even wiser than my elders,
    for I have kept your commandments.",18
1193888," I am even wiser than my elders,
    for I have kept your commandments.",18
1193889," I am even wiser than my elders,
    for I have kept your commandments.",18
1193890," I am even wiser than my elders,
    for I have kept your commandments.",18
1193891," I am even wiser than my elders,
    for I have kept your commandments.",18
1193892," I am even wiser than my elders,
    for I have kept your commandments.",18
1193893," I am even wiser than my elders,
    for I have kept your commandments.",18
1193894," I am even wiser than my elders,
    for I have kept your commandments.",18
1193895," I am even wiser than my elders,
    for I have kept your commandments.",18
1193896," I am even wiser than my elders,
    for I have kept your commandments.",18
1193897," I am even wiser than my elders,
    for I have kept your commandments.",18
1193898," I am even wiser than my elders,
    for I have kept your commandments.",18
1193899," I am even wiser than my elders,
    for I have kept your commandments.",18
1193900," I am even wiser than my elders,
    for I have kept your commandments.",18
1193901," I am even wiser than my elders,
    for I have kept your commandments.",18
1193902," I am even wiser than my elders,
    for I have kept your commandments.",18
1193903," I am even wiser than my elders,
    for I have kept your commandments.",18
1193904," I am even wiser than my elders,
    for I have kept your commandments.",18
1193905," I am even wiser than my elders,
    for I have kept your commandments.",18
1193906," I am even wiser than my elders,
    for I have kept your commandments.",18
1193907," I am even wiser than my elders,
    for I have kept your commandments.",18
1193908," I am even wiser than my elders,
    for I have kept your commandments.",18
1193909," I am even wiser than my elders,
    for I have kept your commandments.",18
1193910," I am even wiser than my elders,
    for I have kept your commandments.",18
1193911," I am even wiser than my elders,
    for I have kept your commandments.",18
1193912," I am even wiser than my elders,
    for I have kept your commandments.",18
1193913," I am even wiser than my elders,
    for I have kept your commandments.",18
1193914," I am even wiser than my elders,
    for I have kept your commandments.",18
1193915," I am even wiser than my elders,
    for I have kept your commandments.",18
1193916," I am even wiser than my elders,
    for I have kept your commandments.",18
1193917," I am even wiser than my elders,
    for I have kept your commandments.",18
1193918," I am even wiser than my elders,
    for I have kept your commandments.",18
1193919," I am even wiser than my elders,
    for I have kept your commandments.",18
1193920," I am even wiser than my elders,
    for I have kept your commandments.",18
1193921," I am even wiser than my elders,
    for I have kept your commandments.",18
1193922," I am even wiser than my elders,
    for I have kept your commandments.",18
1193923," I am even wiser than my elders,
    for I have kept your commandments.",18
1193924," I am even wiser than my elders,
    for I have kept your commandments.",18
1193925," I am even wiser than my elders,
    for I have kept your commandments.",18
1193926," I am even wiser than my elders,
    for I have kept your commandments.",18
1193927," I am even wiser than my elders,
    for I have kept your commandments.",18
1193928," I am even wiser than my elders,
    for I have kept your commandments.",18
1193929," I am even wiser than my elders,
    for I have kept your commandments.",18
1193930," I am even wiser than my elders,
    for I have kept your commandments.",18
1193931," I am even wiser than my elders,
    for I have kept your commandments.",18
1193932," I am even wiser than my elders,
    for I have kept your commandments.",18
1193933," I am even wiser than my elders,
    for I have kept your commandments.",18
1193934," I am even wiser than my elders,
    for I have kept your commandments.",18
1193935," I am even wiser than my elders,
    for I have kept your commandments.",18
1193936," I am even wiser than my elders,
    for I have kept your commandments.",18
1193937," I am even wiser than my elders,
    for I have kept your commandments.",18
1193938," I am even wiser than my elders,
    for I have kept your commandments.",18
1193939," I am even wiser than my elders,
    for I have kept your commandments.",18
1193940," I am even wiser than my elders,
    for I have kept your commandments.",18
1193941," I am even wiser than my elders,
    for I have kept your commandments.",18
1193942," I am even wiser than my elders,
    for I have kept your commandments.",18
1193943," I am even wiser than my elders,
    for I have kept your commandments.",18
1193944," I am even wiser than my elders,
    for I have kept your commandments.",18
1193945," I am even wiser than my elders,
    for I have kept your commandments.",18
1193946," I am even wiser than my elders,
    for I have kept your commandments.",18
1193947," I am even wiser than my elders,
    for I have kept your commandments.",18
1193948," I am even wiser than my elders,
    for I have kept your commandments.",18
1193949," I am even wiser than my elders,
    for I have kept your commandments.",18
1193950," I am even wiser than my elders,
    for I have kept your commandments.",18
1193951," I am even wiser than my elders,
    for I have kept your commandments.",18
1193952," I am even wiser than my elders,
    for I have kept your commandments.",18
1193953," I am even wiser than my elders,
    for I have kept your commandments.",18
1193954," I am even wiser than my elders,
    for I have kept your commandments.",18
1193955," I am even wiser than my elders,
    for I have kept your commandments.",18
1193956," I am even wiser than my elders,
    for I have kept your commandments.",18
1193957," I am even wiser than my elders,
    for I have kept your commandments.",18
1193958," I am even wiser than my elders,
    for I have kept your commandments.",18
1193959," I am even wiser than my elders,
    for I have kept your commandments.",18
1193960," I am even wiser than my elders,
    for I have kept your commandments.",18
1193961," I am even wiser than my elders,
    for I have kept your commandments.",18
1193962," I am even wiser than my elders,
    for I have kept your commandments.",18
1193963," I am even wiser than my elders,
    for I have kept your commandments.",18
1193964," I am even wiser than my elders,
    for I have kept your commandments.",18
1193965," I am even wiser than my elders,
    for I have kept your commandments.",18
1193966," I am even wiser than my elders,
    for I have kept your commandments.",18
1193967," I am even wiser than my elders,
    for I have kept your commandments.",18
1193968," I am even wiser than my elders,
    for I have kept your commandments.",18
1193969," I am even wiser than my elders,
    for I have kept your commandments.",18
1193970," I am even wiser than my elders,
    for I have kept your commandments.",18
1193971," I am even wiser than my elders,
    for I have kept your commandments.",18
1193972," I am even wiser than my elders,
    for I have kept your commandments.",18
1193973," I am even wiser than my elders,
    for I have kept your commandments.",18
1193974," I am even wiser than my elders,
    for I have kept your commandments.",18
1193975," I am even wiser than my elders,
    for I have kept your commandments.",18
1193976," I am even wiser than my elders,
    for I have kept your commandments.",18
1193977," I am even wiser than my elders,
    for I have kept your commandments.",18
1193978," I am even wiser than my elders,
    for I have kept your commandments.",18
1193979," I am even wiser than my elders,
    for I have kept your commandments.",18
1193980," I am even wiser than my elders,
    for I have kept your commandments.",18
1193981," I am even wiser than my elders,
    for I have kept your commandments.",18
1193982," I am even wiser than my elders,
    for I have kept your commandments.",18
1193983," I am even wiser than my elders,
    for I have kept your commandments.",18
