text,label
"CC:, Intermittent binocular horizontal, vertical, and torsional diplopia.,HX: ,70y/o RHM referred by Neuro-ophthalmology for evaluation of neuromuscular disease. In 7/91, he began experiencing intermittent binocular horizontal, vertical and torsional diplopia which was worse and frequent at the end of the day, and was eliminated when closing one either eye. An MRI Brain scan at that time was unremarkable. He was seen at UIHC Strabismus Clinic in 5/93 for these symptoms. On exam, he was found to have intermittent right hypertropia in primary gaze, and consistent diplopia in downward and rightward gaze. This was felt to possibly represent Grave's disease. Thyroid function studies were unremarkable, but orbital echography suggested Graves orbitopathy. The patient was then seen in the Neuro-ophthalmology clinic on 12/23/92. His exam remained unchanged. He underwent Tensilon testing which was unremarkable. On 1/13/93, he was seen again in Neuro-ophthalmology. His exam remained relatively unchanged and repeat Tensilon testing was unremarkable. He then underwent a partial superior rectus resection, OD, with only mild improvement of his diplopia. During his 8/27/96 Neuro-ophthalmology clinic visit he was noted to have hypertropia OD with left pseudogaze palsy and a right ptosis. The ptosis improved upon administration of Tensilon and he was placed on Mestinon 30mg tid. His diplopia subsequently improved, but did not resolve. The dosage was increased to 60mg tid and his diplopia worsened and the dose decreased back to 30mg tid. At present he denied any fatigue on repetitive movement. He denied dysphagia, SOB, dysarthria, facial weakness, fevers, chills, night sweats,",Neurology
"PREOPERATIVE DIAGNOSIS:  ,Metastatic renal cell carcinoma.,POSTOPERATIVE DIAGNOSIS:,  Metastatic renal cell carcinoma.,PROCEDURE PERFORMED:,  Left metastasectomy of metastatic renal cell carcinoma with additional mediastinal lymph node dissection and additional fiberoptic bronchoscopy used to confirm adequate placement of the double-lumen endotracheal tube with a tube thoracostomy, which was used to drain the left chest after the procedure.,ANESTHESIA:,  General endotracheal anesthesia with double-lumen endotracheal tube.,FINDINGS:,  Multiple pleural surface seeding, many sub-millimeter suspicious looking lesions.,DISPOSITION OF SPECIMENS:,To Pathology for permanent analysis as well as tissue banking.  The lesions sent for pathologic analysis were the following,,1.  Level 8 lymph node.,2.  Level 9 lymph node.,3.  Wedge, left upper lobe apex, which was also sent to the tissue bank and possible multiple lesions within this wedge.,4.  Wedge, left upper lobe posterior.,5.  Wedge, left upper lobe anterior.,6.  Wedge, left lower lobe superior segment.,7.  Wedge, left lower lobe diaphragmatic surface, anterolateral.,8.  Wedge, left lower lobe, anterolateral.,9.  Wedge, left lower lobe lateral adjacent to fissure.,10.  Wedge, left upper lobe, apex anterior.,11.  Lymph node package, additional level 8 lymph node.,ESTIMATED BLOOD LOSS:,  Less than 100 mL.,CONDITION OF THE PATIENT AFTER SURGERY: , Stable.,HISTORY OF PROCEDURE: , The patient was given preoperative informed consent for the procedure as well as for the clinical trial he was enrolled into.  The patient agreed based on the risks and the benefits of the procedure, which were presented to him and was taken to the operating room. ",Cardiovascular/Pulmonary
"OPERATIVE NOTE:,  The patient was taken to the operating room and placed in the supine position on the operating room table.  The patient was prepped and draped in usual sterile fashion.  An incision was made in the groin crease overlying the internal ring.  This incision was about 1.5 cm in length.  The incision was carried down through the Scarpa's layer to the level of the external oblique.  This was opened along the direction of its fibers and carried down along the external spermatic fascia.  The cremasteric fascia was then incised and the internal spermatic fascia was grasped and pulled free.  A hernia sac was identified and the testicle was located.  Next the internal spermatic fascia was incised and the hernia sac was dissected free inside the internal ring.  This was performed by incising the transversalis fascia circumferentially.  The hernia sac was ligated with a 3-0 silk suture high and divided and was noted to retract into the abdominal cavity.  Care was taken not to injure the testicular vessels.  Next the abnormal attachments of the testicle were dissected free distally with care not to injure any long loop vas and these were divided beneath the testicle for a fair distance.  The lateral attachments tethering the cord vessels were freed from the sidewalls in the retroperitoneum high.  This gave excellent length and very adequate length to bring the testicle down into the anterior superior hemiscrotum.  The",Urology
"REASON FOR VISIT:,  Lap band adjustment.,HISTORY OF PRESENT ILLNESS:,  Ms. A is status post lap band placement back in 01/09 and she is here on a band adjustment.  Apparently, she had some problems previously with her adjustments and apparently she has been under a lot of stress.  She was in a car accident a couple of weeks ago and she has problems, she does not feel full.  She states that she is not really hungry but she does not feel full and she states that she is finding when she is hungry at night, having difficulty waiting until the morning and that she did mention that she had a candy bar and that seemed to make her feel better.,PHYSICAL EXAMINATION: , On exam, her temperature is 98, pulse 76, weight 197.7 pounds, blood pressure 102/72, BMI is 38.5, she has lost 3.8 pounds since her last visit.  She was alert and oriented in no apparent distress.  ,PROCEDURE:  ,I was able to access her port.  She does have an AP standard low profile.  I aspirated 6 mL, I did add 1 mL, so she has got approximately 7 mL in her band, she did tolerate water postprocedure.,ASSESSMENT:,  The patient is status post lap band adjustments, doing well, has a total of 7 mL within her band, tolerated water postprocedure.  She will come back in two weeks for another adjustment as needed.,",Bariatrics
"PREOPERATIVE DIAGNOSIS: , Voluntary sterility.,POSTOPERATIVE DIAGNOSIS: , Voluntary sterility.,OPERATIVE PROCEDURE:,  Bilateral vasectomy.,ANESTHESIA:,  Local.,INDICATIONS FOR PROCEDURE:  ,A gentleman who is here today requesting voluntary sterility.  Options were discussed for voluntary sterility and he has elected to proceed with a bilateral vasectomy.,DESCRIPTION OF PROCEDURE:  ,The patient was brought to the operating room, and after appropriately identifying the patient, the patient was prepped and draped in the standard surgical fashion and placed in a supine position on the OR table.  Then, 0.25% Marcaine without epinephrine was used to anesthetize the scrotal skin.  A small incision was made in the right hemiscrotum.  The vas deferens was grasped with a vas clamp.  Next, the vas deferens was skeletonized.  It was clipped proximally and distally twice.  The cut edges were fulgurated.  Meticulous hemostasis was maintained.  Then, 4-0 chromic was used to close the scrotal skin on the right hemiscrotum.  Next, the attention was turned to the left hemiscrotum, and after the left hemiscrotum was anesthetized appropriately, a small incision was made in the left hemiscrotum.  The vas deferens was isolated.  It was skeletonized.  It was clipped proximally and distally twice.  The cut edges were fulgurated.  Meticulous hemostasis was maintained.  Then, 4-0 chromic was used to close the scrotal skin.  A jockstrap and sterile dressing were applied at the end of the case.  Sponge, needle, and instruments counts were correct.",Surgery
"EXAM:,MRI/LOW EX NOT JNT RT W/O CONTRAST,CLINICAL:,Pain and swelling in the right foot, peroneal tendon tear.,FINDINGS:,  Contours of marrow signal patterns of the regional bones are within normal range treating there is increased T2 signal within the soft tissues at the lateral margin of the cuboid bone. A small effusion is noted within the peroneal tendon sheath. There is a 3mm slight separation of the distal tip of the peroneus longus tendon from the lateral margin of the cuboid bone, consistent with an avulsion. There is no sign of cuboid fracture. The fifth metatarsal base appears intact. The calcaneus is also normal in appearance.,IMPRESSION:  ,Findings consistent with an avulsion of the peroneus longus tendon from the insertion on the lateral aspect of cuboid bone.,",Podiatry
"FEMALE REVIEW OF SYSTEMS:,Constitutional:  Patient denies fevers, chills, sweats and weight changes.,Eyes:  Patient denies any visual symptoms.,Ears, Nose, and Throat:  No difficulties with hearing.  No symptoms of rhinitis or sore throat.,Cardiovascular:  Patient denies chest pains, palpitations, orthopnea and paroxysmal nocturnal dyspnea.,Respiratory:  No dyspnea on exertion, no wheezing or cough.,GI:  No nausea, vomiting, diarrhea, constipation, abdominal pain, hematochezia or melena.,GU:  No dysuria, frequency or incontinence.  No difficulties with vaginal discharge.,Musculoskeletal:  No myalgias or arthralgias.,Breasts:  Patient performs self-breast examinations and has noticed no abnormalities or nipple discharge.,Neurologic:  No chronic headaches, no seizures.  Patient denies numbness, tingling or weakness.,Psychiatric:  Patient denies problems with mood disturbance.  No problems with anxiety.,Endocrine:  No excessive urination or excessive thirst.,Dermatologic:  Patient denies any rashes or skin changes.",GeneralMedicine
"PREOPERATIVE DIAGNOSES,1.  End-stage renal disease.,2.  Diabetes.,POSTOPERATIVE DIAGNOSES,1.  End-stage renal disease.,2.  Diabetes.,OPERATIVE PROCEDURE,Creation of right brachiocephalic arteriovenous fistula.,INDICATIONS FOR THE PROCEDURE,This patient has end-stage renal disease.  Although, the patient is right-handed, preoperative vein mapping demonstrated much better vein in the right arm.  Hence, a right brachiocephalic fistula is being planned.,OPERATIVE FINDINGS,The right cephalic vein at the elbow is chosen to be suitable.  It is slightly sporadic, but of an adequate size.  An end-to-side right brachiocephalic arteriovenous fistula was created.  At completion, there was a great thrill.,OPERATIVE PROCEDURE IN DETAIL,After informed consent was obtained, the patient was taken to the operating room.  The patient was placed in the supine position.  The patient received a regional nerve block.  The patient also received intravenous sedation.  The right arm was prepped and draped in the usual sterile fashion.,We made a small transverse incision in the right cubital fossa.  The cephalic vein was identified and mobilized.  The fascia was incised, and the brachial artery was also identified and mobilized.  The brachial artery was free off significant disease.  A good pulse was noted.  The cephalic vein was mobilized proximally and distally.  The brachial artery was mobilized proximally and distally.  We did not give heparin.  The brachial artery was then clamped proximally and distally.  The cephalic vein was also clamped proximally and distally.  Longitudinal arteriotomy was made in brachial artery, and a longitudinal venotomy was",Surgery
"PROCEDURE PERFORMED: , Port-A-Cath insertion.,ANESTHESIA: , MAC.,COMPLICATIONS: , None.,ESTIMATED BLOOD LOSS:  ,Minimal.,PROCEDURE IN DETAIL:  ,Patient was prepped and draped in sterile fashion.  The left subclavian vein was cannulated with a wire.  Fluoroscopic confirmation of the wire in appropriate position was performed.  Then catheter was inserted after subcutaneous pocket was created, the sheath dilators were advanced, and the wire and dilator were removed.  Once the catheter was advanced through the sheath, the sheath was peeled away.  Catheter was left in place, which was attached to hub, placed in the subcutaneous pocket, sewn in place with 2-0 silk sutures, and then all hemostasis was further reconfirmed.  No hemorrhage was identified.  The port was in appropriate position with fluoroscopic confirmation.  The wound was closed in 2 layers, the 1st layer being 3-0 Vicryl, the 2nd layer being 4-0 Monocryl subcuticular stitch.  Dressed with Steri-Strips and 4 x 4's.  Port was checked.  Had good blood return, flushed readily with heparinized saline.",Surgery
"SUBJECTIVE:,  The patient is a 75-year-old female who comes in today with concerns of having a stroke.  She states she feels like she has something in her throat.  She started with some dizziness this morning and some left hand and left jaw numbness.  She said that she apparently had something about three weeks ago where she was dizzy and ended up falling down and she saw Dr. XYZ for that who gave her some Antivert.  She said that today though she woke up in the middle of the night and her left hand was numb and she was having numbness on the left side of her face, as well as the left side of her neck.  She said she had an earache a day or so ago.  She has not had any cold symptoms.,ALLERGIES:,  Demerol and codeine.,MEDICATIONS: , Lotensin, Lopid, metoprolol, and Darvocet.,REVIEW OF SYSTEMS:,  The patient says that she feels little bit nauseated at times.  She denies chest pain or shortness of breath and again feels like she has something in her throat.  She has been able to swallow liquids okay.  She said that she did brush her teeth this morning and did not have any fluid dripping out of her mouth.  She does say that she occasionally has numbness in her left hand prior to today.,PHYSICAL EXAMINATION:,General:  She is awake and alert, no acute distress.,Vital Signs:  Blood pressure:  175/86.  Temperature: ",Neurology
"PREOPERATIVE DIAGNOSIS: , Congenital myotonic muscular dystrophy with bilateral planovalgus feet.,POSTOPERATIVE DIAGNOSIS: , Congenital myotonic muscular dystrophy with bilateral planovalgus feet.,PROCEDURE: , Bilateral Crawford subtalar arthrodesis with open Achilles Z-lengthening and bilateral long-leg cast.,ANESTHESIA: , Surgery performed under general anesthesia.  The patient received 6 mL of 0.25% Marcaine local anesthetic on each side.,TOURNIQUET TIME:  ,Tourniquet time was 53 minutes on the left and 45 minutes on the right.,COMPLICATIONS: , There were no intraoperative complications.,DRAINS:,  None.,SPECIMENS: , None.,HARDWARE USED: , Staple 7/8 inch x1 on each side.,HISTORY AND PHYSICAL:  ,The patient is a 5-year-4-month-old male who presents for evaluation of feet.  He has been having significant feet pain with significant planovalgus deformity.  The patient was noted to have flexible vertical talus.  It was decided that the patient would benefit by subtalar arthrodesis, possible autograft, and Achilles lengthening.  This was explained to the mother in detail.  This is going to be a stabilizing measure and the patient will probably need additional surgery at a later day when his foot is more mature.  Risks of surgery include risks of anesthesia, infection, bleeding, changes in sensation and motion of the extremity, hardware failure, need for other surgical procedures, need to be nonweightbearing for some time.  All questions were answered and the mother agreed to the above plan.,PROCEDURE NOTE: , The patient was taken to the operating room, placed supine on the operating room, general anesthesia was administered.  The patient received Ancef preoperatively.",Surgery
"OPERATIVE PROCEDURE:,  Bronchoscopy brushings, washings and biopsies.,HISTORY: , This is a 41-year-old woman admitted to Medical Center with a bilateral pulmonary infiltrate, immunocompromise.,INDICATIONS FOR THE PROCEDURE:,  Bilateral infiltrates, immunocompromised host, and pneumonia.,Prior to procedure, the patient was intubated with 8-French ET tube orally by Anesthesia due to her profound hypoxemia and respiratory distress.,DESCRIPTION OF PROCEDURE: , Under MAC and fluoroscopy, fiberoptic bronchoscope was passed through the ET tube.,ET tube was visualized approximately 2 cm above the carina.  Fiberoptic bronchoscope subsequently was passed through the right lower lobe area and transbronchial biopsies under fluoroscopy were done from the right lower lobe x3 as well as the brushings were obtained and the washings.  The patient tolerated the procedure well.  Postprocedure, the patient is to be placed on a ventilator as well as postprocedure chest x-ray pending.  Specimens are sent for immunocompromise panel including PCP stains.,POSTPROCEDURE DIAGNOSIS:,  Pneumonia, infiltrates.",Surgery
"EXAM: , CT abdomen without contrast and pelvis without contrast, reconstruction.,REASON FOR EXAM: , Right lower quadrant pain, rule out appendicitis.,TECHNIQUE:  ,Noncontrast CT abdomen and pelvis.  An intravenous line could not be obtained for the use of intravenous contrast material.,FINDINGS: , The appendix is normal.  There is a moderate amount of stool throughout the colon.  There is no evidence of a small bowel obstruction or evidence of pericolonic inflammatory process.  Examination of the extreme lung bases appear clear, no pleural effusions.  The visualized portions of the liver, spleen, adrenal glands, and pancreas appear normal given the lack of contrast.  There is a small hiatal hernia.  There is no intrarenal stone or evidence of obstruction bilaterally.  There is a questionable vague region of low density in the left anterior mid pole region, this may indicate a tiny cyst, but it is not well seen given the lack of contrast.  This can be correlated with a followup ultrasound if necessary.  The gallbladder has been resected.  There is no abdominal free fluid or pathologic adenopathy.  There is abdominal atherosclerosis without evidence of an aneurysm.,Dedicated scans of the pelvis disclosed phleboliths, but no free fluid or adenopathy.  There are surgical clips present.  There is a tiny airdrop within the bladder.  If this patient has not had a recent catheterization, correlate for signs and symptoms of urinary tract infection.,IMPRESSION:,1.Normal appendix.,2.Moderate stool throughout the colon.,3.No intrarenal stones.,4.Tiny airdrop within the",Gastroenterology
"PREOPERATIVE DIAGNOSIS: , Pyogenic granuloma, left lateral thigh.,POSTOPERATIVE DIAGNOSIS: , Pyogenic granuloma, left lateral thigh.,ANESTHESIA:,  General.,PROCEDURE: , Excision of recurrent pyogenic granuloma.,INDICATIONS: , The patient is 12-year-old young lady, who has a hand-sized congenital vascular malformation on her left lateral thigh below the greater trochanter, which was described by her parents as a birthmark.  This congenital cutaneous vascular malformation faded substantially over the first years of her life and has regressed to a flat, slightly hyperpigmented lesion.  Although no isolated injury event can be recalled, the patient has developed a pyogenic granuloma next to the distal portion of this lesion on her mid thigh, and it has been treated with topical cautery in her primary care doctor's office, but with recurrence.  She is here today for excision.,OPERATIVE FINDINGS: , The patient had what appeared to be a classic pyogenic granuloma arising from this involuted vascular malformation.,DESCRIPTION OF OPERATION:  ,The patient came to the operating room, had an uneventful induction of general anesthesia.  We conducted a surgical time-out, reiterated her important and unique identifying information and confirmed that the excision of the left thigh pyogenic granuloma was the procedure planned for today.  Preparation and draping was __________ ensued with a chlorhexidine based prep solution.  The pyogenic granuloma was approximately 6 to 7 mm in greatest dimension and to remove it required creating an elliptical incision of about 1 to 1.2 cm.  This entire area was infiltrated with 0.25% Marcaine with dilute epinephrine",Surgery
"PREOPERATIVE DIAGNOSIS: , Right inguinal hernia.,POSTOPERATIVE DIAGNOSIS: , Direct right inguinal hernia.,TITLE OF PROCEDURE: , Marlex repair of right inguinal hernia.,ANESTHESIA:,  Spinal.,PROCEDURE IN DETAIL:,  The patient was taken to the operative suite, placed on the table in the supine position, and given a spinal anesthetic.  The right inguinal region was shaved and prepped and draped in a routine sterile fashion.  The patient received 1 gm of Ancef IV push.,Transverse incision was made in the intraabdominal crease and carried through skin and subcutaneous tissue.  The external oblique fascia was exposed and incised down to and through the external inguinal ring.  The spermatic cord and hernia sac were dissected bluntly off the undersurface of the external oblique fascia exposing the attenuated floor of the inguinal canal.  The cord was surrounded with a Penrose drain.  The hernia sac was separated from the cord structures.  The floor of the inguinal canal, which consisted of attenuated transversalis fascia, was imbricated upon itself with a running locked suture of 2-0 Prolene.  Marlex patch 1 x 4 in dimension was trimmed to an appropriate shape with a defect to accommodate the cord.  It was placed around the cord and sutured to itself with 2-0 Prolene.  The patch was then sutured medially to the pubic tubercle, inferiorly to Cooper's ligament and inguinal ligaments, and superiorly to conjoined tendon using 2-0 Prolene.  The area was irrigated with saline solution, and 0.5% Marcaine with epinephrine was injected",Urology
"CT HEAD WITHOUT CONTRAST, CT FACIAL BONES WITHOUT CONTRAST, AND CT CERVICAL SPINE WITHOUT CONTRAST,REASON FOR EXAM: , Motor vehicle collision.,CT HEAD,TECHNIQUE: , Noncontrast axial CT images of the head were obtained without contrast.,FINDINGS: , There is no acute intracranial hemorrhage, mass effect, midline shift, or extra-axial fluid collection.  The ventricles and cortical sulci are normal in shape and configuration.  The gray/white matter junctions are well preserved.  No calvarial fracture is seen.,IMPRESSION:  ,Negative for acute intracranial disease.,CT FACIAL BONES WITHOUT CONTRAST,TECHNIQUE:  ,Noncontrast axial CT images of the facial bones were obtained with coronal reconstructions.,FINDINGS:,  There is no facial bone fracture.  The maxilla and mandible are intact.  The visualized paranasal sinuses are clear.  The temporomandibular joints are intact.  The nasal bone is intact.  The orbits are intact.  The extra-ocular muscles and orbital nerves are normal.  The orbital globes are normal.,IMPRESSION: , No evidence for a facial bone fracture.,CT CERVICAL SPINE WITHOUT CONTRAST,TECHNIQUE: , Noncontrast axial CT images of the cervical spine were obtained with sagittal and coronal reconstructions.,FINDINGS: , There is a normal lordosis of the cervical spine, no fracture or subluxation is seen.  The vertebral body heights are normal.  The intervertebral disk spaces are well preserved.  The atlanto-dens interval is normal.  No abnormal anterior cervical soft tissue swelling is seen.  There is no spinal compression deformity.,IMPRESSION: , Negative for a facial bone fracture.",Nephrology
"ADMISSION DIAGNOSIS: , Right tibial plateau fracture.,DISCHARGE DIAGNOSES: , Right tibial plateau fracture and also medial meniscus tear on the right side.,PROCEDURES PERFORMED:,  Open reduction and internal fixation (ORIF) of right Schatzker III tibial plateau fracture with partial medial meniscectomy.,CONSULTATIONS: , To rehab, Dr. X and to Internal Medicine for management of multiple medical problems including hypothyroid, diabetes mellitus type 2, bronchitis, and congestive heart failure.,HOSPITAL COURSE: , The patient was admitted and consented for operation, and taken to the operating room for open reduction and internal fixation of right Schatzker III tibial plateau fracture and partial medial meniscectomy performed without incidence.  The patient seemed to be recovering well.  The patient spent the next several days on the floor, nonweightbearing with CPM machine in place, developed a brief period of dyspnea, which seems to have resolved and may have been a combination of bronchitis, thick secretions, and fluid overload.  The patient was given nebulizer treatment and Lasix increased the same to resolve the problem.  The patient was comfortable, stabilized, breathing well.  On day #12, was transferred to ABCD.,DISCHARGE INSTRUCTIONS: , The patient is to be transferred to ABCD after open reduction and internal fixation of right tibial plateau fracture and partial medial meniscectomy.,DIET:,  Regular.,ACTIVITY AND LIMITATIONS: , Nonweightbearing to the right lower extremity.  The patient is to continue CPM machine while in bed along with antiembolic stockings.  The patient will require nursing, physical therapy, occupational therapy, and social work consults.,DISCHARGE MEDICATIONS:",DischargeSummary
"DIAGNOSES:,1.  Disseminated intravascular coagulation.,2.  Streptococcal pneumonia with sepsis.,CHIEF COMPLAINT: , Unobtainable as the patient is intubated for respiratory failure.,CURRENT HISTORY OF PRESENT ILLNESS: , This is a 20-year-old female who presented with symptoms of pneumonia and developed rapid sepsis and respiratory failure requiring intubation.  At this time, she is being treated aggressively with mechanical ventilation and other supportive measures and has developed disseminated intravascular coagulation with prolonged partial thromboplastin time, prothrombin time, low fibrinogen, and elevated D-dimer.  At this time, I am being consulted for further evaluation and recommendations for treatment.  The nurses report that she has actually improved clinically over the last 24 hours.  Bleeding has been a problem; however, it seems to have been abrogated at this time with factor replacement as well as platelet infusion.  There is no prior history of coagulopathy.,PAST MEDICAL HISTORY:  ,Otherwise nondescript as is the past surgical history.,SOCIAL HISTORY:  ,There were possible illicit drugs.  Her family is present, and I have discussed her case with her mother and sister.,FAMILY HISTORY:  ,Otherwise noncontributory.,REVIEW OF SYSTEMS: , Not otherwise pertinent.,PHYSICAL EXAMINATION:,GENERAL:  She is a sedated, young black female in no acute distress, lying in bed intubated.,VITAL SIGNS:  She has a rate of 67, blood pressure of 100/60, and the respiratory rate per the ventilator approximately 14 to 16.,HEENT:  Her sclerae showed conjunctival hemorrhage.  There are no petechiae.  Her nasal vestibules are clear.  Oropharynx has ET tube in place.,NECK:",Hematology-Oncology
"PREOPERATIVE DIAGNOSES:,1.  Radiation cystitis.,2.  Refractory voiding dysfunction.,3.  Status post radical retropubic prostatectomy and subsequent salvage radiation therapy.,POSTOPERATIVE DIAGNOSES:,1.  Radiation cystitis.,2.  Refractory voiding dysfunction.,3.  Status post radical retropubic prostatectomy and subsequent salvage radiation therapy.,TITLE OF OPERATION: , Salvage cystectomy (very difficult due to postradical prostatectomy and postradiation therapy to the pelvis), Indiana pouch continent cutaneous diversion, and omental pedicle flap to the pelvis.,ANESTHESIA: , General endotracheal with epidural.,INDICATIONS:  ,This patient is a 65-year-old white male who in 1998 had a radical prostatectomy.  He was initially dry without pads and then underwent salvage radiation therapy for rising PSA.  After that he began with episodes of incontinence as well as urinary retention requiring catheterization.  One year ago, he was unable to catheterize and was taken to the operative room and had cystoscopy.  He had retained staple removed and a diverticulum identified.  There were also bladder stones that were lasered and removed, and he had been incontinent ever since that time.  He wears 8 to 10 pads per day, and this has affected his quality of life significantly.  I took him to the operating room on January 16, 2008, and found diffuse radiation changes with a small capacity bladder and wide-open bladder neck.  We both felt that his lower urinary tract was not rehabilitatable and that a continent cutaneous diversion would solve the number of problems facing him.  I felt like if we could remove the bladder safely,",Surgery
"PREOPERATIVE DIAGNOSIS:,  A 60% total body surface area flame burns, status post multiple prior excisions and staged graftings.,POSTOPERATIVE DIAGNOSIS:,  A 60% total body surface area flame burns, status post multiple prior excisions and staged graftings.,PROCEDURES PERFORMED:,1.  Epidermal autograft on Integra to the back (3520 cm2).,2.  Application of allograft to areas of the lost Integra, not grafted on the back (970 cm2).,ANESTHESIA: , General endotracheal.,ESTIMATED BLOOD LOSS:,  Approximately 50 cc.,BLOOD PRODUCTS RECEIVED:,  One unit of packed red blood cells.,COMPLICATIONS: , None.,INDICATIONS: , The patient is a 26-year-old male, who sustained a 60% total body surface area flame burn involving the head, face, neck, chest, abdomen, back, bilateral upper extremities, hands, and bilateral lower extremities.  He has previously undergone total burn excision with placement of Integra and an initial round of epidermal autografting to the bilateral upper extremities and hands.  His donor sites have healed particularly over his buttocks and he returns for a second round of epidermal autografting over the Integra on his back utilizing the buttock donor sites, the extent they will provide coverage.,OPERATIVE FINDINGS:,1.  Variable take of Integra, particularly centrally and inferiorly on the back.  A fair amount of lost Integra over the upper back and shoulders.,2.  No evidence of infection.,3.  Healthy viable wound beds prior to grafting.,PROCEDURE IN DETAIL:,  The patient was brought to the operating room and positioned supine.  General endotracheal anesthesia was uneventfully induced and an appropriate time out was performed. ",Dermatology
"EXAM:,  Bilateral carotid ultrasound.,REASON FOR EXAM: , Headache.,TECHNIQUE:  ,Color grayscale and Doppler analysis is employed.,FINDINGS:,  On the grayscale images, the right common carotid artery demonstrates patency with mild intimal thickening only.  At the level of the carotid bifurcation, there is heterogeneous hard plaque present, but without grayscale evidence of greater than 50% stenosis.  Right common carotid waveform is normal with a peak systolic velocity of 0.474 m/second and an end-diastolic velocity of 0.131 m/second.  The right ECA is patent as well with the velocity measurement 0.910 m/second.,The right internal carotid artery at the bifurcation demonstrates plaque formation, but no evidence of greater than 50% stenosis.  Proximal peak systolic velocity in the internal carotid artery is 0.463 m/second with proximal end-diastolic velocity of 0.170.  The mid internal carotid peak systolic velocity is 0.564 m/second, and mid ICA end-diastolic velocity is 0.199 m/second.  Right ICA distal PSV 0.580 m/second, right ICA distal EDV 0.204 m/second.  Vertebral flow is antegrade on the right at 0.469 m/second.,On the left, the common carotid artery demonstrates intimal thickening, but is otherwise patent.  At the level of the bifurcation, however, there is more pronounced plaque formation with approximately 50% stenosis by the grayscale analysis.  See the velocity measurements below:,Left carotid ECA measurement 0.938 m/second.  Left common carotid PSV 0.686 m/second, and left common carotid end-diastolic velocity 0.137 m/second.,Left internal carotid artery again demonstrates prominent focus of hard plaque with up to at least 50%",Neurology
"FINAL DIAGNOSES,1.  Morbid obesity, status post laparoscopic Roux-en-Y gastric bypass. ,2.  Hypertension. ,3.  Obstructive sleep apnea, on CPAP.,OPERATION AND PROCEDURE: , Laparoscopic Roux-en-Y gastric bypass.,BRIEF HOSPITAL COURSE SUMMARY:  ,This is a 30-year-old male, who presented recently to the Bariatric Center for evaluation and treatment of longstanding morbid obesity and associated comorbidities.  Underwent standard bariatric evaluation, consults, diagnostics, and preop Medifast induced weight loss in anticipation of elective bariatric surgery. ,Taken to the OR via same day surgery process for elective gastric bypass, tolerated well, recovered in the PACU, and sent to the floor for routine postoperative care.  There, DVT prophylaxis was continued with subcu heparin, early and frequent mobilization, and SCDs.  PCA was utilized for pain control, efficaciously, he utilized the CPAP, was monitored, and had no new cardiopulmonary complaints.  Postop day #1, labs within normal limits, able to clinically start bariatric clear liquids at 2 ounces per hour, this was tolerated well.  He was ambulatory, had no cardiopulmonary complaints, no unusual fever or concerning symptoms.  By the second postoperative day, was able to advance to four ounces per hour, tolerated this well, and is able to discharge in stable and improved condition today.  He had his drains removed today as well.,DISCHARGE INSTRUCTIONS: , Include re-appointment in the office in the next week, call in the interim if any significant concerning complaints.  Scripts left in the chart for omeprazole and Lortab.  Med rec sheet completed (on no",DischargeSummary
"PROCEDURE: , Right knee joint steroid injection.,PREOPERATIVE DIAGNOSIS:,  Osteoarthritis of the right knee.,POSTOPERATIVE DIAGNOSIS:,  Osteoarthritis of the right knee.,PROCEDURE:  ,The patient was apprised of the risks and the benefits of the procedure and consented.  The patient's right knee was sterilely prepped with Betadine.  A 4 mg of dexamethasone was drawn up into a 5 mL syringe with a 3 mL of 1% lidocaine.  The patient was injected with a 1.5-inch 25-gauze needle at the medial aspect of his right flexed knee.  There were no complications.  The patient tolerated the procedure well.  There was minimal bleeding.  The patient was instructed to ice his knee upon leaving clinic and refrain from overuse over the next 3 days.  The patient was instructed to go to the emergency room with any usual pain, swelling, or redness occurred in the injected area.  The patient was given a followup appointment to evaluate response to the injection to his increased range of motion and reduction of pain.",PainManagement
"LEFT LOWER EXTREMITY VENOUS DOPPLER ULTRASOUND,REASON FOR EXAM: , Status post delivery five weeks ago presenting with left calf pain.,INTERPRETATIONS: , There was normal flow, compression and augmentation within the right common femoral, superficial femoral and popliteal veins.  Lymph nodes within the left inguinal region measure up to 1 cm in short-axis.,IMPRESSION: , Lymph nodes within the left inguinal region measure up to 1 cm in short-axis, otherwise no evidence for left lower extremity venous thrombosis.",Cardiovascular/Pulmonary
