,text,label
46,"Senior citizens Alice Wagner (Byington) and Mildred (Marden) split up after leaving the bowling alley and Alice is mugged. Alice gets dressed up fancily to go to the police, which her daughter Mabel questions (Leslie) and her son-in-law Leo (McGuire) flatters. While browsing mugshots with police Lieutenant Meade (Dunne), Alice finds a photo of a man named William Graves who looks like her son-in-law Leo. Meanwhile, Mabel and Leo fight over Leo's gambling habits, and Alice questions Mabel about Leo's financial past in California. When Alice sees Lt. Meade again, she is assured by Lt. Meade that the photo resemblance is merely a coincidence. However, when she brings in a photograph of Leo and Mabel to the police, she is shocked to learn both her daughter and son-in-law are revealed to be wanted criminals. Lt. Meade stops by her residence to arrest them and tells her they are wanted for five years-worth of criminal activity in California.
",213
47,"As ceramics teacher Bernie Samuelson (Pollack) arrives to teach at a summer camp (Camp Lakeside), the camp's performance-driven owner Mr. Lyle Stern (Maxwell) yells at worker Angelo (Lewis) to finish the parking lot while also ordering swimming teacher Lefty James (Thourlby) to dive for Bernie.  Bernie teaches the boys (Lloyd and Warga) with care, even appreciating Henry's (Phillips) snake, but he is particularly protective of Aaron Gold (Gordon), a boy who dislikes athletics but who loves sculpture. As Aaron has no other accomplishments, Mr. Stern orders that Bernie ""finish"" Aaron's sculpture of a one-armed knight to show off to Aaron's supermarket chain-owning father, under threat of being fired. Bernie adds the arm, which upsets Aaron deeply, because the statue is a tribute to Aaron's father Herbert (Craven), who only has one (left) arm. Bernie rips off the added arm just as Herbert walks in the door looking for Aaron.
",214
48,"A man, Phillip Townsend (Basehart), is knocked unconscious by muggers (Solari) while walking on the street to his girlfriend Virginia's (Kobe) house. He wakes up to discover that he is wearing clothes indicating another man's identity and cannot remember anything, including what has happened for the past three years of his life. A friendly taxicab driver (Stone) drives him around town to help him find his identity, including to his now-former girlfriend's house (who has since married the extremely jealous and abusive private investigator Frank Carlin (Philips) who was previously hired to find Townsend). The amnesiac then discovers from a forgotten love interest, Ruth Burke (Albright), that he is an accused killer under another name (that of David Webber) and that he is being pursued by both the police and a hit man for a murder that he did not commit. Indeed, it was the hit man who framed Townsend for the murder and is trying to kill him to prevent him from reestablishing his identity and clearing his name.
",215
49,"Young gangster Manny Coe (York) kills a man, Gallegher (Lambert), by order of his boss, Vince Williams (Macready), after Gallegher receives a phone call from girlfriend Dora (Morgan). Gallegher had messed up a robbery and was killed as a result. Manny briefly talks with another thug, Turk (Johnson), who doesn't like being displaced as Williams premier henchman. Williams promises to take Manny as his protege if he kills his girlfriend Betty (Maguire), who despises the work Manny does and wants him to quit. She has also been speaking negatively about Williams' activities around town and eventually goes to the police, which crosses the line for Williams. Manny is unable to do it, but Betty dies in an accident and Manny claims it as a hit. Sometime later, Manny has become rich and successful, with a new girlfriend named Ann Nash (Hughes). However, he botches a robbery and is killed by Williams' next young protege, Georgie (Brenlin).
",218
50,"Mountaineer Mark Cavendish (Donald) and a man (Beregi, Jr.) argue about whether or not two men could have climbed the southern face of a dangerous mountain in horrendous weather, as the man claims to have seen them through a telescope. Mark takes the responsibility of telling the fallen mountaineer's wife, Stella Ballister (Owens), of his likely death and immediately falls in love with her. Stella is devoted to her late husband Michael, who died on the mountain (by falling into a glacier), and she refuses to move on until she personally sees his body. Michael's partner, Mr. Ranks (Klemperer), blames himself while telling the story of his death, saying that they brought too little food for such inexperienced climbers. Mark attempts to romance Stella, even purchasing a ring and professing his love, but Stella rebuffs him. After 40 years they finally find the body, but there is a locket on Michael's body with a picture of another woman, countering Stella's long held belief that they had the perfect marriage.
",221
51,"Practical joker newspaperman Halloran (Stone) tells stories of pranks with colleague Ned (R. Ross) at the local bar. Halloran, despite the protests of bartender Nick (Burns) and patrons Jim (Howat), Timothy (M. Ross), and Joe (Wever) and with the help of a fellow reporter (Ellis), convinces homeless man and drunk widower Johnny (Collins) that the world will end at 11:45 that night. With nothing to lose, Johnny steals expensive imported cognac from friendly storeowner Mr. Stern (Brinegar), unwittingly frightens well-meaning spinster Felicia Green (Barrett), who was trying to help him and who screams for help to a boarder (Corden), breaks into a sporting goods store to give presents to homeless children (Shearer, Herbert, Miller), and then kills the security guard (Marr) who tries to apprehend him with a gun from the store. When Johnny realizes what Halloran did, he returns to the bar and shoots him at 11:45.
",222
52,"Writer Hal Bellew (Jaffe) peruses a book on entomology looking for his next movie monster while director Morty Lenton (Harris) attempts to write his soundtrack. Screenwriter Fred Logan (Redfield), tasked with finding a new monster bug, asks Morty to cast veteran horror actor Ernst von Croft (Hale) in their latest film in a comeback role. Bellew convinces von Croft to join the cast and return to greatness. Bellew sends Fred to watch the film with audiences and take notes for a sequel. Although Fred and von Croft believe that it is a regular low-budget horror film, Morty has reworked it as a horror parody with blonde bombshell Lara Lee (Welles) and cartoonish voices, which embarrasses von Croft. Fred gets drunk and visits a depressed and angry von Croft to convince him that he was ""the greatest monster of them all"" and to forget about it, but to no avail. In revenge, von Croft dresses as a vampire and kills Morty before committing suicide by leaping to his death.
",222
53,"Mark (Howard) and Alan (Brinkerhoff) are fraternity brothers, aka frat boys. During a party at a beachfront frat house with fellow brothers Robert (Crothers) and Franklin (Darden) and female friends Phyllis (Steele), Beth (Harris), and Dodo (Mason), Mark challenges Alan to a drinking contest. Valedictorian Alan drinks a full pitcher of beer, but Mark refuses to do the same. Alan becomes angry, but he and Mark eventually pass out. Alan's frat brothers decide to play a joke on him by injecting Mark with a substance to make him appear dead and putting makeup on him. They place a bloody weapon in Alan's hand, hoping that when he wakes up, he'll think he killed Mark. The prank goes off according to plan until Alan decides to cover up the ""murder"". He buries Mark's body in a blanket on the beach. When the prank is revealed to him, he and the group desperately return to the beach. Unfortunately, the high tide has washed away all traces of Mark's grave. 
",222
54,"Wealthy 65-year-old Howard Rutherford (Truex) proposes to his 25-year-old secretary Charlotte (Court). Charlotte's current lover, Mark (Cassidy), makes Charlotte accept so they can live on Howard's fortune of $11 million when he dies, a plan of which even Howard approves as he believes that he has only about a year to live. However, Howard lives on for years while being looked after by a nurse (O'Hara), and he gifts Charlotte a pearl for her necklace every year. Meanwhile, Mark marries someone else (Webber) and has a son named Billy (Burns). When Mark stops by to see Charlotte, she and Billy connect over a shared love of tennis, though she desires no relationship with Mark whatsoever. They play every summer, and Howard even agrees to send Billy to prep school. Howard finally dies at 90 on their twenty-fifth anniversary, and to Mark's dismay, 50-year-old Charlotte begins a new love affair and marriage with his son, Billy (Faulkner), who is now 20 years old.
",223
55,"Helen Parch (Canova) enjoys abusing the party line and eavesdropping on other people's telephone calls. She especially is fond of listening to the gossip calls of her ""friends"" Emma (Corby) and Betty (Flynn). One day she is warned by police officer Mr. Atkins (Dano) that a man named Heywood Miller (Johnson) escaped prison after six years and may come after her. Years ago, Helen even listened in on Miller's gambling calls and confronted him in the neighborhood shop of Mr. Maynard (Knight). Afterward, Helen refused to let Heywood use the party line to call the doctor, staying on the line with her since-departed forgetful friend Gertrude (Grace), which led to the death of Miller's pregnant wife. Afterward, Miller began a career of burglaries, leading to his prison sentence. That night, after Atkins leaves, Heywood breaks into Helen's house basement, and when she tries to call the sheriff's office, the party line is busy with Emma and Betty, who refuse to get off the phone.
",224
56,"Elderly Andrew Thurgood (Rains) is let go from a jewelry firm after 37 years of loyal service. On his last day, a very expensive diamond necklace is stolen by a thief (von Furstenberg) who claims to be the wife of noted Doctor Anton Rudell (Bekassy), which is only discovered after real wife Jessica (Lord) arrives. Andrew is ""distressed"" at the breaking of his perfect record of having no thefts throughout the duration of his employment, but the thief is secretly Andrew's daughter, Thelma, and they worked together to carry out the theft. Thurgood reveals to his daughter that the only other two thefts in the company's history were those committed by Thurgood's father and grandfather; one theft per generation is a family tradition. Thurgood is surprised at his home by his former boss George Maynard (Hewitt) with retirement gifts and, upon meeting Thurgood's daughter, Maynard rewards Thelma with a job to replace the outgoing Thurgood, not knowing that she is the thief in question.
",225
57,"Couple Frank (Bronson) and Lorna (Crane) Bramwell, desperate for money, go to the mansion of eccentric Monica Laughton (Winwood) to rob her when they learn from Theodore (Greer), the milkman, and Arthur (Treacy), the local deli manager, that Laughton is all alone after her relative Oscar died. They present themselves as relatives and are warmly welcomed by Laughton, who introduces them to ghost relatives that she believes are present for the funeral. Their robbery plan goes awry because Laughton proves wholly crazy and completely unresponsive to their threats to her. She only shows fear when they threaten her imaginary guests. The Bramwells become tired and frustrated, because they cannot find any money and there seems to be no food in the house. In desperation, they eat a batch of freshly made muffins, not knowing that they are filled with rat poison. Laughton's fortune turns out to be inside a handbag that she carries everywhere with her, which is revealed when she pays Theodore the milkman with a $1000 bill.
",225
58,"Harry Parker (Jones) helps his pretty neighbor, Miss Elliot (Baxley), carry her groceries home from the store. Afterward, he gleefully holds a conversation with the building superintendent, Charlie (Helton), before going home to his wife Norma (Gregg). Harry's active dream life makes him stay up to watch television, but Miss Elliot knocks on his door, desperate for his help. They go to Miss Elliot's apartment, only for her to show him the body of her piano-playing boyfriend, Bill Nielsen, whom she claims was shot from outside the window. Harry agrees to help hide the body and stage the scene as if it were a robbery. After dreaming of the night's activities, he confesses to Norma the next morning, but she says that he was merely dreaming. When Harry goes down to the basement to check, he meets Police Lieutenant Orsatti (Lloyd), who is conducting the investigation. Orsatti and a police sergeant (Bartold) uncover that Norma was having an affair with the dead man, but they believe that Harry killed him over envy of Miss Elliot.
",227
59,"During a boat party with friends, husband Paul Sampson (Sullivan) argues with his wife Felicity (Hartford) regarding her affair with another man. He pushes her overboard and she drowns while he watches. Paul then constantly implies and directs to Sheriff Jordan (Akins), family, and friends that he is guilty of her murder. However, he is unable to convince anyone that he murdered his cheating wife as multiple witnesses, including her doctor Felix Ryder (Tremayne), establish that his wife had serious health issues that would have affected her both in the interim and that would have killed her within three years. His friend Judge David Wilcox (Hayward) even says (and lies under oath) that he saw Paul throughout the entirety of the time spent with his wife on deck. The judge even admits to Paul that it was he who was having the affair with Felicity and that he knew of her impending death from health problems. The sheriff refuses to charge Paul due to lack of evidence. Paul is eventually forcibly committed to a psychiatric institution by his family and friends, in part to save the honor of his family.
",229
60,"Married couple Mark (Abbott) and Debbie (Gates)'s first anniversary is ruined when a portrait they commissioned is revealed to be of Mark's first wife, Jocelyn, who has been missing for five years. The art dealer (Soule) tells them to talk to Jeff Harrison (Bailey), Mark's former brother-in-law, if they have an issue. Jeff tells Mark that he received a letter from Jocelyn from Switzerland two years prior, after she supposedly disappeared. Debbie jealously believes that Mark stills loves Jocelyn and urges him to find the truth. With the help of Jeff and a real estate agent (Tyler) who rents Mark his former cottage home, Mark tracks down the painter, Arthur Clymer (Baragrey), who claims to have been married to Jocelyn and killed her in a jealous rage. Mark attacks Clymer because he (Clymer) described how Mark, in fact, actually killed Jocelyn five years ago at the same cottage in which Mark is staying. Clymer is actually a police officer and worked together with Jeff to get a confession out of Mark.
",230
61,"England. Bartender Wilkins (Main) and customers Tom (Harvey) and Bert (Pelling) talk about crimes occurring in their provincial town while an old man (Mustin) plays darts. When Billy Weaver (Stockwell) arrives, waitress Rosie (Livesey) serves him food and drink while Weaver helps Wilkins open his stuck cash register. Weaver leaves and soon finds accommodations in the house of a friendly landlady (Collinge). The landlady keeps referring to two other tenants (Christopher Mulholland and Gregory Temple) on the third floor, but Weaver never sees them and can only place their names with ""something unpleasant"", and after some time, remembering that one of them was a missing person. Weaver investigates their rooms but finds no evidence that anyone has stayed there recently. One rainy day, Weaver drinks a cup of tea prepared by his landlady and becomes completely immobile. The landlady has a hobby of collecting and stuffing her ""pets"", which include the tenants that she likes, her dog Basil, and her parrot, and she even sings hymns ""with"" them every Sunday.
",230
62,"Ray (Horton) stops by a boat rental shop to pick up his wife and becomes enamored with Nyla Foster (Francis), a college student working over the summer for her father (Holland). Ray is married to an older woman, Gladys (Segal), but he has dalliances with younger women (of which Gladys is aware but keeps him close with a weekly allowance). Nyla resists his attentions, but she also gives him the slightest glimmer of hope, and this inspires Ray to kill Gladys so they can be together. Ray learns the basics of freshwater fishing (Gladys' favorite hobby), but he has to put up with Mr. Foster always joining them and must bide his time. One day Ray finally takes Gladys fishing alone, hoping to drown her as she drops the anchor (as she cannot swim), but Gladys knocks him out first with a leather sap (placed in a picnic basket by Nyla) and throws him overboard. It was all planned by Gladys, Nyla, and her father, because Gladys and Mr. Foster are lovers and want to get married.
",231
63,"Clint Ringle (Mullaney) wants to marry schoolteacher Ellie Marsh (Hitchcock), but when she refuses him, he kills her fianc Walt Norton (Compton) with an axe and flees, as the act was seen by student Albert Grinstead (Saber). Clint is hunted by the townsfolk (Moody, Ehrhardt) and the sheriff (Greer), so he hides in the belfry of Ellie's school, planning to kill her when he gets the chance, and he even leaves a threatening note for her on the school chalkboard. The next day, Ellie blames students Albert and Luke (Lee), but a schoolgirl (Hartnagel) says that it was there when the children arrived. Clint stays in the belfry for a few days and feels smug when everyone assumes that he is long gone, although he is almost caught by Albert retrieving a ball. When Ellie's fianc is buried after the local preacher (Hayward) conducts his funeral, local man Elmer (Leavitt) rings the bell, causing Clint to shout in surprise and reveal his whereabouts.
",231
64,"Floridian Hermie Jenkins (Morgan) regrets marrying his animal-loving wife Myra (Baxley) and admires the bachelor life of his widow neighbor George (Coogan), who has spent the last 9 years fishing and drinking beer (since his wife's death from pneumonia in Kansas City). Even Myra's pet parrot insults him as a slob, and Myra only allows Hermie a small allowance and one beer. Hermie talks Myra into adopting a snake from  herpetologist Hansel Eidelpfeiffer (Pollard) that he says would otherwise be killed, even though Myra dislikes snakes. Hermie pretends to be a professor to deceivingly buy a coral snake for Myra for $10, in the hopes that it will bite and kill her. He gives her the snake as a 15-year anniversary gift. The snake, which is actually a harmless kingsnake, bites Hermie instead and he collapses, with the doctor (Field) afterward saying that he died of a heart attack. Myra decides to sell all the animals and go on vacations, which Hermie always desired. 
",232
65,"Steve Morgan (Torn), a twenty-year-old ruffian, is picked up by Police Officers Rand and Franklin (Watts) and Detective Kelly (Nolan) for his first criminal offense after a failed stick-up at a candy store (he got only $12) with a fake .38 caliber revolver. After being booked by the booking officer (Sanders), he is lead to a cell occupied by 49-year-old career jailbird Skinner (Collins), who explains the process to Morgan. The jailer Madden (Ross) teases Morgan about his youth when he requests a shave before the custodial officer, Charlie (Leeds), leads the prisoners to the interrogation gallery. Morgan goes through the interrogation process along with Skinner, Assissi (Picerni), Tyrone (Wilson), and other prisoners, particularly enjoying the questioning of Assissi. At first he is cocky about being arrested, as he wants to impress the other prisoners and assembled reporters (Wilkins, DeNormand), but he slowly cracks under the interrogation by the chief of detectives (Teal) and learns that the man he robbed has died of a skull fracture.
",232
66,"Sam Cobbett (Cassavetes) has just broken out of prison while serving four consecutive 99-year sentences by hiding in a laundry basket. Warden Jacobs (Teal) and his secretary (Dawson) work to fend off the media and begin a pursuit via helicopter. The pilot (Clark) and co-pilot (Patten) fly over a local community looking for any clues. Meanwhile, David (Johnson) and Mary Schaffner (Pavan) discuss a grocery list before David goes to work. Cobbett enters the Schaffner house while David is away and makes Mary cook for him, pretend that everything is okay over the phone when her mother calls, and curtly dismiss her neighbors Maude (Janiss) and Susie Martin (Winkleman) when they come by. Cobbett believes that he can take his time, so he shaves, showers, and changes clothes. However, prison guards (Pullen) and the warden suddenly arrive to arrest him. They were tipped off by Mary's mother — Mary is deaf and should not have answered the phone or been able to hear her mother's questions.
",232
67,"Stanley (Mantell) and Dorothy (Maguire) Crane live in the apartment below volatile couple Amelia (Evelyn) and Ben (Kemmer) Verber, and they often hear them fighting. While serving Mrs. Glavetsky (Wendorff) and Mrs. Santini (Narciso) in his shop, Ben notices bruises on Dorothy when she stops in. Following a particularly loud fight after Ben gets a phone call from a woman, Ben mysteriously vanishes, and Dorothy pushes Stanley to find out more. A man shows up at the Crane's apartment, claiming to be from the board of health. He reveals himself to Stanley as Sergeant Halloran (Simon) and says that he is investigating the disappearance of Ben. Despite his skepticism, Stanley helps Sergeant Halloran's investigation, and they break into the Verber's apartment. Dorothy is passionately insistent to Stanley that Amelia killed Ben. Sergeant Halloran and Stanley eventually discover that Amelia killed Ben and hid his body in the basement in the baby carriage, and the reason the fight got so out of hand was because Ben was about to leave Amelia — for Dorothy.
",232
68,"Arnold Shawn (Keith) is a ruthless defense lawyer (his wife notes that he has the skill to make the innocent seem guilty) who uses his arguing skills to put down his wife Naomi (Dana) and defend his cheating on her. He states that it is because of the vanity of the species, that the girl doesn't mean anything to him, that his wife is just old-fashioned, that his wife is not 25 years old any longer, and that their 10 years together should be enough collateral to overcome his continued dalliance. Naomi attends all of Arnold's court proceedings to watch him destroy and disqualify witnesses and their statements. When Arnold refuses to divorce Naomi as it ""clumsy and professionally awkward"" and suggests that she seek her own affair, she instead hits him with her car by the courthouse, killing him. The only witness of the ""accident"" is Henry Babcock (Hansen), a man whose credibility as an eyewitness in court Arnold had just destroyed. Babcock tells the police officer (Maxwell) to take the lady's word for it as it is a legal fact that he is not a competent witness.
",233
69,"Clarence Fox (Harris) and Elmer Shore (Qualen) are retired insurance agents who travel to see various accidents and determine the causes by interviewing witnesses (Morgan, Montgomery). They hope to use their years of experience to save people that they believe will die soon, especially potential murders occurring when the temperature hits 92 degrees Fahrenheit. Clarence has his sights on Mrs. Shrike (Fleet), a boorish alcoholic who he believes has a death wish, who yells at her nosy neighbors (Knight, Wendorff), and who rudely orders around children (Erickson) and her agitated butcher (Ansara). She irritates basically everyone with whom (Linder, Tesler) she comes into contact. They try to advise her to change her life and fix her house, but this just causes her to laugh at them and lash out, leading Clarence to almost strike her with his cane and admit to Elmer that he failed to see her as a lost soul. As the pair leave, they see Mrs. Shrike's husband Albert (Ross) return home with a meat hook, and she is killed soon afterward.
",233
70,"Married Elise Taylor (der Vlis) is having an affair with married farm equipment salesman Bish Darby (Best), and they flirt cautiously while at a New Year's party with Bish's wife Jackie (Sherwood) and Elise's husband Ken (Flynn). Others, such as Dr. Bob Hudson (Elliot) and wife Della (Brando), notice Bish's charisma while he sings. Bish and Jackie's children Bob (Rush) and Mattie (Whitney) adore their father and greatly miss him when he goes on business trips. While Jackie is away on a trip to her parents in Mississippi, Ken walks in on the pair and shoots Bish dead. Elise even tells friend Della that she married Ken because she thought he would let her get away with anything. Dr. Hudson is called to the scene as Police officers (Lockwood) watch. When Dr. Hudson calls Jackie, she confesses to the murder, thinking that Bish drank her poisoned saccharin. Elise, though, drank the saccharin with her coffee after Bish was shot, herself then shortly dying afterward.
",234
71,"New York, 1916. Meyer Fine (Falk) is a casino owner with a crippling fear of death. Meyer and valet John (Hartman), who fears lobsters, discuss an injured dealer and gambling winnings. Then he talks with bartender Frank (Gordon) about a wild gambler, Young Combs (Stewart), who is the son of a notable city official. After bouncer Hubert (Hoyt) informs Meyer that Combs kills himself, a policeman (Remsen) stops by to threaten shutting down Meyer's business, as well as that of two other casino owners named Masotti (Hashim) and Dumfee (Dennis). When he makes a mistake that threatens his business by not preventing henchman Otto (Lukas) kill a private investigator for taking a picture of his gambling parlor, his former partners put a hit out on him after killing Otto. As soon as he leaves his home, a drive-by shooting hits him, but he is only wounded. Meyer is terrified of waiting for them to finish the job, so he begs his loyal valet John to help kill him first, and John shoots him.
",237
72,"Dane Rosse (Pryor) visits a renowned clockmaker, Ulrich Klemm (Sofaer), to look at his broken pocket watch, a rare family heirloom. Ulrich makes complex clock figurines and repairs delicate pieces, but he had no desire to be a doctor because of the flaws of human bodies. While there, Dane falls in love with Lisa Klemm (Helm), granddaughter of Ulrich, who cooks dinner for them. A little while later, Dane receives a promotion and offers marriage to Lisa. Ulrich is highly protective of Lisa, though, and refuses to let the pair marry, commanding her to stay with an almost hypnotic control. Ulrich even threatens to destroy Lisa rather than let her go. Dane leaves town heartbroken and learns through his friend Jack (Sampson) that Lisa has fallen seriously ill, as Jack visited Ullrich to ask why Lisa had not replied to Dane's letters over the three previous months. When Dane returns and breaks into Ullrich's boarded-up business, he finds Ulrich dead of exhaustion from his work of ""saving"" Lisa by turning her into a clockwork automaton.
",238
73,"Jim Hale (Teal) arrives to the Wright home to discuss adopting a party line, only to find Millie Wright (Walker) in a relative state of shock and husband John dead upstairs from strangulation. Millie is arrested for the murder of her husband, although she claims she found him thusly after feeding the chickens and is later released for lack of evidence. Jim takes Millie to his home to stay with his wife Sarah (Harding), who questions Millie as to why she married John. Sheriff Henry Peters (Bray) and George Henderson (Bourneuf) discuss Millie's motive, while Sarah and the sheriff's wife Mary Peters (Reid) decide to do some investigating on their own. They find evidence that Millie is the murderer, but they also discovered that Millie's husband was a violent brute who probably deserved what he got (as he strangled Millie's pet canary and was known to be cold and harsh towards Millie for over 20 years). Sarah helps Mary understand the loneliness of isolated farm life, as Mary lives in the heart of the town. Instead of turning in the evidence, the two decide to say nothing.
",238
74,"Chicago, 1920. Gangster Sam Dunleavy (Mathews), fresh from killing a couple of gangsters in Miami, is visited by Police Lieutenant Al Hawkshaw (Downing), who presses him to leave Chicago. Sam wants to murder his ex-girlfriend, Goldie (Michaels), as she has started a relationship with Morgan (Dana). Sam visits his favorite bar, surprising bartender friend Ed (Edwards), before seeing close friend Barney (Stone).  Sam has Barney arrange for him the perfect alibi for $2500. Barney has it staged as though he and Sam are playing a game of poker in Barney's backroom, with waiter Tony (Whiting) to witness the two in the backroom playing cards. Sam then sneaks out successfully through the fake phonebooth, but he finds himself unable to kill Goldie when she claims that she has a baby (named Dunleavy) and is married to Morgan. ""Baby"", however, is actually a revolver Morgan uses for robberies. When Sam returns to Barney's backroom, Barney accidentally shoots himself while cleaning one of his guns, and Sam is arrested for murder by Hawkshaw.
",238
75,"Mild-mannered Paula Hudson (Hussey), supported by her friend Lois (Bromley), seeks to have a mink stole coat valued by fur shop owner Leslie Ronalds (Eustrel) and a furrier assistant (Burns), but she is apprehended by Police Sergeant Bradford (Janiss) for possessing stolen property belonging to Mrs. Wilson (Jackson). Paula attempts to prove that she bought it to Police Sergeant Delaney (Hayworth) for $400 cash the previous Monday, but to her distress the people she bought it from deny ever having sold it to her. The seller, Dolores Dawn (Paul), denies ever having met her, and her hairdresser Lucille (Borg) denies having given any information regarding the coat, although Lucille calls Dolores just after the police leave to discuss the matter. Paula is eventually approached by the man, Charlie Harper (McCallion), who stole the coat, and he offers to buy it back from her for $600, as he admits to facing 10 years in prison if caught. When she declines, he steals it back in order to end the police investigation, but he ends up being arrested.
",240
76,"With a serial-murderer maid called Mrs. Andrews on the loose in the city, Ralph Montgomery (Sloane) becomes suspicious of his and his wife Ethel's (Ward) housemaid, Mrs. Sutton (Bondi). Ralph talks about major news with co-worker Earl Kramer (Reid) while walking to work. When Ralph gets violent cramps at work while dictating a letter to his secretary (Singleton), his co-worker George Brooks (Gordon) suggests that he go see a doctor. He becomes even more concerned while playing cards with friends Earl, George, and Dr. Pritchard (King). When he finds a can of arsenic in his garage, he decides to have his home cocoa analyzed by a chemist (Soul), and it turns out to contain arsenic. Ralph initially blames Mrs. Sutton, and fires her, before he learns that the serial murderer has been caught. However, Mrs. Sutton confesses to him her unhappiness at having had to lie for Ethel, who is having an affair with her play co-star. Ethel, unaware of what Ralph has learned, offers him a cup of cocoa that she made for him.
",242
77,"After killing a gas station attendant (Montgomery) in a robbery attempt, a wounded Ray Bardon (Bronson) stops a girl named Lisa (Albright) and demands to be driven to safety. Lisa, realizing that her life is in danger, agrees. Ray almost kills her, but Lisa convinces him that it would be a better cover to have her with him, as police are looking for a solo male. As she drives, Ray falls asleep. Suddenly, the car gets a flat tire. Instead of making an escape, Lisa changes the tire. Just then, a dragster pulls alongside with three young gang members, Fat Boy (Bryant), Rook (Curtis), and Cuke (Rudelson). After a brief scuffle, Ray scares them off with his gun. Later, the two stop at a motel, and Lisa gets a room from the manageress (Fax). Ray wonders about the girl's loyalty and asks why she didn't run and go to the police. As he talks, Lisa manages to get his gun. She reveals that the gas station attendant was her fiance and that she didn't leave because she was waiting for an opportunity to kill Ray.
",244
78,"New York City, 1910. Landlady Mrs. Foster (Wickes) and resident Marie McGurk (Corby) discuss the eccentric new neighbor when Albert Birch (Harris) arrives with roses. Birch is excited to be reunited with his sweetheart, Edwina (Tandy), after 20 years apart, and he speaks of his lifelong obsession to the two ladies. An Italian tenant (Santon) complains about the heat when Edwina arrives with a baby in a bundle, whom she claims is just getting over scarlet fever. Edwina claims that the parents died recently in a carriage accident and she is now responsible for Toby. Although the reunion is joyful, Edwina has mood swings and refuses to let anyone, including Mrs. Foster (Wickes) and Marie and Mac McGurk (Mathews), see her baby nephew, Toby, even threatening the McGurks with a knife. Edwina tearfully confesses her extreme sadness at failing to start a family with Albert after he left years before. Eventually it is revealed by asylum attendants Ben and Amos that Edwina has escaped from a mental asylum and that Toby is a friendly black cat.
",245
79,"Inspector Davidson (Williams) and his assistant Detective Raines (Davis) investigate the murder of Count Victor Mattoni (Dawson) in his London flat after he is found dead by assistant Polly Stephens (Hitchcock). Davidson speaks with fellow officer Clifton (Gould-Porter) and requests all relevant records from landlord Mr. Martin (Huxham) before questioning Stephens, who is quite acclimated to police questioning. Martin suggests speaking with ""nightliftmen"" Johnson (Pelling) and Mullet (Cooper), as Johnson was working the previous night's shift. They find a great deal of evidence in the flat, and the investigation uncovers Mattoni's links to Lord Sorrington (Napier) and a written letter by Mattoni directly claiming the guilt of American businessman Bernard K. Froy (Cooper). Davidson speaks with fingerprints officer Peters (Barclay) before summoning Mullet, whom he believes that he knows but cannot identify precisely how. Upon questioning, both Froy (due to the letter) and Sorrington (due to Mullet's identification of him as Mattoni's secret neighbor) separately confess to the murder, confusing Davidson.
",246
80,"Thirty-five-year-old Mary Summers (Thaxter) begs her salesman husband Arthur (Langton) not to go away on a business trip, but he refuses, instead offering her a revolver for protection. Mary complains that the house is small and isolated from her parents, with whom she desires to live, and which Arthur refuses to accept. They argue while a cab driver (Nelson) impatiently waits to take Arthur to the airport. Mary is alone in the house when Ted Lambert (Grizzard), an escapee from a state mental institution, breaks in. The two quickly develop a rapport regarding both having extensive fear, and Mary confesses that she is always been afraid except for when she lived with her parents, only her husband no longer wants to live with them. She even confesses to wishing that she had never gotten married. While talking, two hospital interns (Willis) stop by to check on Ted's whereabouts, and they search the house, to no avail, as Ted leaves. Arthur returns home after hearing of the hospital escape, and Mary shoots him when he walks up the stairs as had repeatedly occurred in her dreams. Mary then tells her father (Frees) on the phone that she can return home now.
",247
81,"Cool-headed Phil (Matthau) and impetuous Davey (Cannon) are two stick-up men who get into trouble when Davey shoots a bank messenger (Begley) during a holdup on a city street, while a helpless woman (Dudley) watches and screams for help. Phil leaves their hideout to get some space from Davey, as well as to retrieve a newspaper and some sandwiches from the local seller (Winogradoff). When he reads the newspaper, he realizes that the messenger died and that they now face a murder charge. He is determined to eliminate the witness and devises a plan, but he refuses to tell Davey about it. Phil goes to see a friend, Marty (Fein), and must talk his way past his receptionist (Brown). Phil disguises himself as a police officer after buying an outfit from Marty and manages to bluff his way past the guards, Tom Spinelli (Reiner) and Max Miller (Kane), at the witness's apartment. He kills the witness and makes a successful escape. Later, when he returns to his hideout, he is shot by Davey, who mistakes him for a real cop coming to arrest him. 
",247
82,"Antiques dealer Carpius (Homolka) and assistant Paul (Janti) discuss business while he presents an antique sapphire necklace to a disinterested and bored younger love interest, Malvira (De Metz). Major Parslow (Gould-Porter) and Mr. Chiringirian (Longman) visit wanting a special icon for purchase. Malvira details her desire to leave and says she would rather accept death (than stay) when Carpius threatens her. A monk, Brother Theodorus (Greene), arrives at the shop to sell an item and explains how there is a nearby splinter monastery with valuables, such as the Ikon of Elijah. Carpius visits the monastery in order to steal the valuable icon. He pretends to desire to pray at the icon by lying to the Abbot (Jaffe) and Brother Constantin (Richards). Carpius kills the monk, Brother Damianos (Catania), who is guarding the icon when he is caught stealing it during the monk's rest, claiming it is an accident. The abbot forgives him but says that he must stay with the icon for the rest of his life, praying for absolution.
",247
