id,text,token_count
1513," A glad heart makes a happy face;
    a broken heart crushes the spirit.",17
1514," A wise person is hungry for knowledge,
    while the fool feeds on trash.",16
1515," For the despondent, every day brings trouble;
    for the happy heart, life is a continual feast.",23
1516," Better to have little, with fear for the Lord,
    than to have great treasure and inner turmoil.",21
1517," A bowl of vegetables with someone you love
    is better than steak with someone you hate.",19
1518," A hottempered person starts fights;
    a cooltempered person stops them.",17
1519," A lazy persons way is blocked with briers,
    but the path of the upright is an open highway.",22
1520," Sensible children bring joy to their father;
    foolish children despise their mother.",17
1521," Foolishness brings joy to those with no sense;
    a sensible person stays on the right path.",21
1522," Plans go wrong for lack of advice;
    many advisers bring success.",14
1523," Everyone enjoys a fitting reply;
    it is wonderful to say the right thing at the right time!",20
1524," The path of life leads upward for the wise;
    they leave the grave behind.",17
1525," The Lord tears down the house of the proud,
    but he protects the property of widows.",20
1526," The Lord detests evil plans,
    but he delights in pure words.",15
1527," Greed brings grief to the whole family,
    but those who hate bribes will live.",19
1528," The heart of the godly thinks carefully before speaking;
    the mouth of the wicked overflows with evil words.",23
1529," The Lord is far from the wicked,
    but he hears the prayers of the righteous.",18
1530," A cheerful look brings joy to the heart;
    good news makes for good health.",17
1531," If you listen to constructive criticism,
    you will be at home among the wise.",17
1532," If you reject discipline, you only harm yourself;
    but if you listen to correction, you grow in understanding.",23
1533," Fear of the Lord teaches wisdom;
    humility precedes honor.",13
1601,"We can make our own plans,
    but the Lord gives the right answer.",16
1602," People may be pure in their own eyes,
    but the Lord examines their motives.",17
1603," Commit your actions to the Lord,
    and your plans will succeed.",14
1604," The Lord has made everything for his own purposes,
    even the wicked for a day of disaster.",20
1605," The Lord detests the proud;
    they will surely be punished.",14
1606," Unfailing love and faithfulness make atonement for sin.
    By fearing the Lord, people avoid evil.",24
1607," When peoples lives please the Lord,
    even their enemies are at peace with them.",17
1608," Better to have little, with godliness,
    than to be rich and dishonest.",17
1609," We can make our plans,
    but the Lord determines our steps.",14
1610," The king speaks with divine wisdom;
    he must never judge unfairly.",14
1611," The Lord demands accurate scales and balances;
    he sets the standards for fairness.",16
1612," A king detests wrongdoing,
    for his rule is built on justice.",15
1613," The king is pleased with words from righteous lips;
    he loves those who speak honestly.",18
1614," The anger of the king is a deadly threat;
    the wise will try to appease it.",20
1615," When the king smiles, there is life;
    his favor refreshes like a spring rain.",19
1616," How much better to get wisdom than gold,
    and good judgment than silver!",16
1617," The path of the virtuous leads away from evil;
    whoever follows that path is safe.",19
1618," Pride goes before destruction,
    and haughtiness before a fall.",14
1619," Better to live humbly with the poor
    than to share plunder with the proud.",19
1620," Those who listen to instruction will prosper;
    those who trust the Lord will be joyful.",18
1621," The wise are known for their understanding,
    and pleasant words are persuasive.",15
1622," Discretion is a lifegiving fountain to those who possess it,
    but discipline is wasted on fools.",22
1623," From a wise mind comes wise speech;
    the words of the wise are persuasive.",17
1624," Kind words are like honey
    sweet to the soul and healthy for the body.",17
1625," There is a path before each person that seems right,
    but it ends in death.",18
1626," It is good for workers to have an appetite;
    an empty stomach drives them on.",18
1627," Scoundrels create trouble;
    their words are a destructive blaze.",14
1628," A troublemaker plants seeds of strife;
    gossip separates the best of friends.",16
1629," Violent people mislead their companions,
    leading them down a harmful path.",16
1630," With narrowed eyes, people plot evil;
    with a smirk, they plan their mischief.",18
1631," Gray hair is a crown of glory;
    it is gained by living a godly life.",19
1632," Better to be patient than powerful;
    better to have selfcontrol than to conquer a city.",19
1633," We may throw the dice,
    but the Lord determines how they fall.",15
1701,"Better a dry crust eaten in peace
    than a house filled with feastingand conflict.",19
1702," A wise servant will rule over the masters disgraceful son
    and will share the inheritance of the masters children.",23
1703," Fire tests the purity of silver and gold,
    but the Lord tests the heart.",17
1704," Wrongdoers eagerly listen to gossip;
    liars pay close attention to slander.",17
1705," Those who mock the poor insult their Maker;
    those who rejoice at the misfortune of others will be punished.",23
1706," Grandchildren are the crowning glory of the aged;
    parents are the pride of their children.",20
1707," Eloquent words are not fitting for a fool;
    even less are lies fitting for a ruler.",20
1708," A bribe is like a lucky charm;
    whoever gives one will prosper!",16
1709," Love prospers when a fault is forgiven,
    but dwelling on it separates close friends.",19
1710," A single rebuke does more for a person of understanding
    than a hundred lashes on the back of a fool.",24
1711," Evil people are eager for rebellion,
    but they will be severely punished.",15
1712," It is safer to meet a bear robbed of her cubs
    than to confront a fool caught in foolishness.",24
1713," If you repay good with evil,
    evil will never leave your house.",15
1714," Starting a quarrel is like opening a floodgate,
    so stop before a dispute breaks out.",20
1715," Acquitting the guilty and condemning the innocent
    both are detestable to the Lord.",20
1716," It is senseless to pay to educate a fool,
    since he has no heart for learning.",20
1717," A friend is always loyal,
    and a brother is born to help in time of need.",19
1718," Its poor judgment to guarantee another persons debt
    or put up security for a friend.",18
1719," Anyone who loves to quarrel loves sin;
    anyone who trusts in high walls invites disaster.",19
1720," The crooked heart will not prosper;
    the lying tongue tumbles into trouble.",17
1721," It is painful to be the parent of a fool;
    there is no joy for the father of a rebel.",23
1722," A cheerful heart is good medicine,
    but a broken spirit saps a persons strength.",18
1723," The wicked take secret bribes
    to pervert the course of justice.",16
1724," Sensible people keep their eyes glued on wisdom,
    but a fools eyes wander to the ends of the earth.",23
1725," Foolish children bring grief to their father
    and bitterness to the one who gave them birth.",20
1726," It is wrong to punish the godly for being good
    or to flog leaders for being honest.",22
1727," A truly wise person uses few words;
    a person with understanding is eventempered.",18
1728," Even fools are thought wise when they keep silent;
    with their mouths shut, they seem intelligent.",20
1801,"Unfriendly people care only about themselves;
    they lash out at common sense.",16
1802," Fools have no interest in understanding;
    they only want to air their own opinions.",18
1803," Doing wrong leads to disgrace,
    and scandalous behavior brings contempt.",14
1804," Wise words are like deep waters;
    wisdom flows from the wise like a bubbling brook.",20
1805," It is not right to acquit the guilty
    or deny justice to the innocent.",18
1806," Fools words get them into constant quarrels;
    they are asking for a beating.",18
1807," The mouths of fools are their ruin;
    they trap themselves with their lips.",16
1808," Rumors are dainty morsels
    that sink deep into ones heart.",17
1809," A lazy person is as bad as
    someone who destroys things.",14
1810," The name of the Lord is a strong fortress;
    the godly run to him and are safe.",21
1811," The rich think of their wealth as a strong defense;
    they imagine it to be a high wall of safety.",23
1812," Haughtiness goes before destruction;
    humility precedes honor.",13
1813," Spouting off before listening to the facts
    is both shameful and foolish.",16
1814," The human spirit can endure a sick body,
    but who can bear a crushed spirit?",18
1815," Intelligent people are always ready to learn.
    Their ears are open for knowledge.",16
1816," Giving a gift can open doors;
    it gives access to important people!",15
1817," The first to speak in court sounds right
    until the crossexamination begins.",18
1818," Flipping a coin can end arguments;
    it settles disputes between powerful opponents.",16
1819," An offended friend is harder to win back than a fortified city.
    Arguments separate friends like a gate locked with bars.",24
1820," Wise words satisfy like a good meal;
    the right words bring satisfaction.",15
1821," The tongue can bring death or life;
    those who love to talk will reap the consequences.",19
1822," The man who finds a wife finds a treasure,
    and he receives favor from the Lord.",19
1823," The poor plead for mercy;
    the rich answer with insults.",13
1824," There are friends who destroy each other,
    but a real friend sticks closer than a brother.",19
1901,"Better to be poor and honest
    than to be dishonest and a fool.",16
1902," Enthusiasm without knowledge is no good;
    haste makes mistakes.",14
1903," People ruin their lives by their own foolishness
    and then are angry at the Lord.",19
1904," Wealth makes many friends;
    poverty drives them all away.",12
1905," A false witness will not go unpunished,
    nor will a liar escape.",17
1906," Many seek favors from a ruler;
    everyone is the friend of a person who gives gifts!",19
1907," The relatives of the poor despise them;
    how much more will their friends avoid them!
Though the poor plead with them,
    their friends are gone.",32
1908," To acquire wisdom is to love yourself;
    people who cherish understanding will prosper.",16
1909," A false witness will not go unpunished,
    and a liar will be destroyed.",18
1910," It isnt right for a fool to live in luxury
    or for a slave to rule over princes!",21
1911," Sensible people control their temper;
    they earn respect by overlooking wrongs.",16
1912," The kings anger is like a lions roar,
    but his favor is like dew on the grass.",20
1913," A foolish child is a calamity to a father;
    a quarrelsome wife is as annoying as constant dripping.",24
1914," Fathers can give their sons an inheritance of houses and wealth,
    but only the Lord can give an understanding wife.",23
1915," Lazy people sleep soundly,
    but idleness leaves them hungry.",14
1916," Keep the commandments and keep your life;
    despising them leads to death.",17
1917," If you help the poor, you are lending to the Lord
    and he will repay you!",20
1918," Discipline your children while there is hope.
    Otherwise you will ruin their lives.",16
1919," Hottempered people must pay the penalty.
    If you rescue them once, you will have to do it again.",24
1920," Get all the advice and instruction you can,
    so you will be wise the rest of your life.",21
1921," You can make many plans,
    but the Lords purpose will prevail.",14
1922," Loyalty makes a person attractive.
    It is better to be poor than dishonest.",17
1923," Fear of the Lord leads to life,
    bringing security and protection from harm.",16
1924," Lazy people take food in their hand
    but dont even lift it to their mouth.",18
1925," If you punish a mocker, the simpleminded will learn a lesson;
    if you correct the wise, they will be all the wiser.",30
1926," Children who mistreat their father or chase away their mother
    are an embarrassment and a public disgrace.",21
1927," If you stop listening to instruction, my child,
    you will turn your back on knowledge.",19
1928," A corrupt witness makes a mockery of justice;
    the mouth of the wicked gulps down evil.",20
1929," Punishment is made for mockers,
    and the backs of fools are made to be beaten.",20
2001,"Wine produces mockers; alcohol leads to brawls.
    Those led astray by drink cannot be wise.",24
2002," The kings fury is like a lions roar;
    to rouse his anger is to risk your life.",21
2003," Avoiding a fight is a mark of honor;
    only fools insist on quarreling.",19
2004," Those too lazy to plow in the right season
    will have no food at the harvest.",20
2005," Though good advice lies deep within the heart,
    a person with understanding will draw it out.",19
2006," Many will say they are loyal friends,
    but who can find one who is truly reliable?",19
2007," The godly walk with integrity;
    blessed are their children who follow them.",16
2008," When a king sits in judgment, he weighs all the evidence,
    distinguishing the bad from the good.",21
2009," Who can say, I have cleansed my heart;
    I am pure and free from sin?",20
2010," False weights and unequal measures
    the Lord detests double standards of every kind.",17
2011," Even children are known by the way they act,
    whether their conduct is pure, and whether it is right.",23
2012," Ears to hear and eyes to see
    both are gifts from the Lord.",17
2013," If you love sleep, you will end in poverty.
    Keep your eyes open, and there will be plenty to eat!",25
2014," The buyer haggles over the price, saying, Its worthless,
    then brags about getting a bargain!",23
2015," Wise words are more valuable
    than much gold and many rubies.",15
2016," Get security from someone who guarantees a strangers debt.
    Get a deposit if he does it for foreigners.",21
2017," Stolen bread tastes sweet,
    but it turns to gravel in the mouth.",16
2018," Plans succeed through good counsel;
    dont go to war without wise advice.",15
2019," A gossip goes around telling secrets,
    so dont hang around with chatterers.",16
2020," If you insult your father or mother,
    your light will be snuffed out in total darkness.",20
2021," An inheritance obtained too early in life
    is not a blessing in the end.",17
2022," Dont say, I will get even for this wrong.
    Wait for the Lord to handle the matter.",21
2023," The Lord detests double standards;
    he is not pleased by dishonest scales.",16
2024," The Lord directs our steps,
    so why try to understand everything along the way?",17
2025," Dont trap yourself by making a rash promise to God
    and only later counting the cost.",19
2026," A wise king scatters the wicked like wheat,
    then runs his threshing wheel over them.",20
2027," The Lords light penetrates the human spirit,
    exposing every hidden motive.",15
2028," Unfailing love and faithfulness protect the king;
    his throne is made secure through love.",20
2029," The glory of the young is their strength;
    the gray hair of experience is the splendor of the old.",23
2030," Physical punishment cleanses away evil;
    such discipline purifies the heart.",15
2101,"The kings heart is like a stream of water directed by the Lord;
    he guides it wherever he pleases.",23
2102," People may be right in their own eyes,
    but the Lord examines their heart.",17
2103," The Lord is more pleased when we do what is right and just
    than when we offer him sacrifices.",22
2104," Haughty eyes, a proud heart,
    and evil actions are all sin.",16
2105," Good planning and hard work lead to prosperity,
    but hasty shortcuts lead to poverty.",18
2106," Wealth created by a lying tongue
    is a vanishing mist and a deadly trap.",18
2107," The violence of the wicked sweeps them away,
    because they refuse to do what is just.",19
2108," The guilty walk a crooked path;
    the innocent travel a straight road.",16
2109," Its better to live alone in the corner of an attic
    than with a quarrelsome wife in a lovely home.",25
2110," Evil people desire evil;
    their neighbors get no mercy from them.",14
2111," If you punish a mocker, the simpleminded become wise;
    if you instruct the wise, they will be all the wiser.",28
2112," The Righteous One knows what is going on in the homes of the wicked;
    he will bring disaster on them.",24
2113," Those who shut their ears to the cries of the poor
    will be ignored in their own time of need.",23
2114," A secret gift calms anger;
    a bribe under the table pacifies fury.",18
2115," Justice is a joy to the godly,
    but it terrifies evildoers.",18
2116," The person who strays from common sense
    will end up in the company of the dead.",20
2117," Those who love pleasure become poor;
    those who love wine and luxury will never be rich.",19
2118," The wicked are punished in place of the godly,
    and traitors in place of the honest.",21
2119," Its better to live alone in the desert
    than with a quarrelsome, complaining wife.",20
2120," The wise have wealth and luxury,
    but fools spend whatever they get.",15
2121," Whoever pursues righteousness and unfailing love
    will find life, righteousness, and honor.",19
2122," The wise conquer the city of the strong
    and level the fortress in which they trust.",19
2123," Watch your tongue and keep your mouth shut,
    and you will stay out of trouble.",18
2124," Mockers are proud and haughty;
    they act with boundless arrogance.",16
2125," Despite their desires, the lazy will come to ruin,
    for their hands refuse to work.",19
2126," Some people are always greedy for more,
    but the godly love to give!",17
2127," The sacrifice of an evil person is detestable,
    especially when it is offered with wrong motives.",21
2128," A false witness will be cut off,
    but a credible witness will be allowed to speak.",19
2129," The wicked bluff their way through,
    but the virtuous think before they act.",17
2130," No human wisdom or understanding or plan
    can stand against the Lord.",15
2131," The horse is prepared for the day of battle,
    but the victory belongs to the Lord.",19
2201,"Choose a good reputation over great riches;
    being held in high esteem is better than silver or gold.",21
2202," The rich and poor have this in common:
    The Lord made them both.",16
2203," A prudent person foresees danger and takes precautions.
    The simpleton goes blindly on and suffers the consequences.",23
2204," True humility and fear of the Lord
    lead to riches, honor, and long life.",19
2205," Corrupt people walk a thorny, treacherous road;
    whoever values life will avoid it.",21
2206," Direct your children onto the right path,
    and when they are older, they will not leave it.",21
2207," Just as the rich rule the poor,
    so the borrower is servant to the lender.",18
2208," Those who plant injustice will harvest disaster,
    and their reign of terror will come to an end.",20
2209," Blessed are those who are generous,
    because they feed the poor.",14
2210," Throw out the mocker, and fighting goes, too.
    Quarrels and insults will disappear.",19
2211," Whoever loves a pure heart and gracious speech
    will have the king as a friend.",18
2212," The Lord preserves those with knowledge,
    but he ruins the plans of the treacherous.",19
2213," The lazy person claims, Theres a lion out there!
    If I go outside, I might be killed!",23
2214," The mouth of an immoral woman is a dangerous trap;
    those who make the Lord angry will fall into it.",23
2215," A youngsters heart is filled with foolishness,
    but physical discipline will drive it far away.",19
2216," A person who gets ahead by oppressing the poor
    or by showering gifts on the rich will end in poverty.",25
2217," Listen to the words of the wise;
    apply your heart to my instruction.",16
2218," For it is good to keep these sayings in your heart
    and always ready on your lips.",21
2219," I am teaching you todayyes, you
    so you will trust in the Lord.",18
2220," I have written thirty sayings for you,
    filled with advice and knowledge.",16
2221," In this way, you may know the truth
    and take an accurate report to those who sent you.",22
2222," Dont rob the poor just because you can,
    or exploit the needy in court.",17
2223," For the Lord is their defender.
    He will ruin anyone who ruins them.",16
2224," Dont befriend angry people
    or associate with hottempered people,",15
2225," or you will learn to be like them
    and endanger your soul.",15
2226," Dont agree to guarantee another persons debt
    or put up security for someone else.",17
2227," If you cant pay it,
    even your bed will be snatched from under you.",18
2228," Dont cheat your neighbor by moving the ancient boundary markers
    set up by previous generations.",18
2229," Do you see any truly competent workers?
    They will serve kings
    rather than working for ordinary people.",22
2301,"While dining with a ruler,
    pay attention to what is put before you.",16
2302," If you are a big eater,
    put a knife to your throat;",15
2303," dont desire all the delicacies,
    for he might be trying to trick you.",17
2304," Dont wear yourself out trying to get rich.
    Be wise enough to know when to quit.",19
2305," In the blink of an eye wealth disappears,
    for it will sprout wings
    and fly away like an eagle.",25
2306," Dont eat with people who are stingy;
    dont desire their delicacies.",16
2307," They are always thinking about how much it costs.
    Eat and drink, they say, but they dont mean it.",24
2308," You will throw up what little youve eaten,
    and your compliments will be wasted.",18
2309," Dont waste your breath on fools,
    for they will despise the wisest advice.",18
2310," Dont cheat your neighbor by moving the ancient boundary markers;
    dont take the land of defenseless orphans.",22
2311," For their Redeemer is strong;
    he himself will bring their charges against you.",17
2312," Commit yourself to instruction;
    listen carefully to words of knowledge.",13
2313," Dont fail to discipline your children.
    The rod of punishment wont kill them.",16
2314," Physical discipline
    may well save them from death.",11
2315," My child, if your heart is wise,
    my own heart will rejoice!",16
2316," Everything in me will celebrate
    when you speak what is right.",14
2317," Dont envy sinners,
    but always continue to fear the Lord.",14
2318," You will be rewarded for this;
    your hope will not be disappointed.",15
2319," My child, listen and be wise:
    Keep your heart on the right course.",17
2320," Do not carouse with drunkards
    or feast with gluttons,",16
2321," for they are on their way to poverty,
    and too much sleep clothes them in rags.",20
2322," Listen to your father, who gave you life,
    and dont despise your mother when she is old.",22
2323," Get the truth and never sell it;
    also get wisdom, discipline, and good judgment.",19
2324," The father of godly children has cause for joy.
    What a pleasure to have children who are wise.",22
2325," So give your father and mother joy!
    May she who gave you birth be happy.",18
2326," O my son, give me your heart.
    May your eyes take delight in following my ways.",20
2327," A prostitute is a dangerous trap;
    a promiscuous woman is as dangerous as falling into a narrow well.",23
2328," She hides and waits like a robber,
    eager to make more men unfaithful.",18
2329," Who has anguish? Who has sorrow?
    Who is always fighting? Who is always complaining?
    Who has unnecessary bruises? Who has bloodshot eyes?",31
2330," It is the one who spends long hours in the taverns,
    trying out new drinks.",19
2331," Dont gaze at the wine, seeing how red it is,
    how it sparkles in the cup, how smoothly it goes down.",27
2332," For in the end it bites like a poisonous snake;
    it stings like a viper.",19
2333," You will see hallucinations,
    and you will say crazy things.",14
2334," You will stagger like a sailor tossed at sea,
    clinging to a swaying mast.",18
2335," And you will say, They hit me, but I didnt feel it.
    I didnt even know it when they beat me up.
When will I wake up
    so I can look for another drink?",42
2401,"Dont envy evil people
    or desire their company.",12
2402," For their hearts plot violence,
    and their words always stir up trouble.",15
2403," A house is built by wisdom
    and becomes strong through good sense.",15
2404," Through knowledge its rooms are filled
    with all sorts of precious riches and valuables.",18
2405," The wise are mightier than the strong,
    and those with knowledge grow stronger and stronger.",19
2406," So dont go to war without wise guidance;
    victory depends on having many advisers.",17
2407," Wisdom is too lofty for fools.
    Among leaders at the city gate, they have nothing to say.",21
2408," A person who plans evil
    will get a reputation as a troublemaker.",16
2409," The schemes of a fool are sinful;
    everyone detests a mocker.",15
2410," If you fail under pressure,
    your strength is too small.",13
2411," Rescue those who are unjustly sentenced to die;
    save them as they stagger to their death.",20
2412," Dont excuse yourself by saying, Look, we didnt know.
    For God understands all hearts, and he sees you.
He who guards your soul knows you knew.
    He will repay all people as their actions deserve.",44
2413," My child, eat honey, for it is good,
    and the honeycomb is sweet to the taste.",22
2414," In the same way, wisdom is sweet to your soul.
    If you find it, you will have a bright future,
    and your hopes will not be cut short.",35
2415," Dont wait in ambush at the home of the godly,
    and dont raid the house where the godly live.",24
2416," The godly may trip seven times, but they will get up again.
    But one disaster is enough to overthrow the wicked.",26
2417," Dont rejoice when your enemies fall;
    dont be happy when they stumble.",15
2418," For the Lord will be displeased with you
    and will turn his anger away from them.",20
2419," Dont fret because of evildoers;
    dont envy the wicked.",14
2420," For evil people have no future;
    the light of the wicked will be snuffed out.",19
2421," My child, fear the Lord and the king.
Dont associate with rebels,",16
2422,"     for disaster will hit them suddenly.
Who knows what punishment will come
    from the Lord and the king?",23
2423," Here are some further sayings of the wise:
It is wrong to show favoritism when passing judgment.",22
2424," A judge who says to the wicked, You are innocent,
    will be cursed by many people and denounced by the nations.",25
2425," But it will go well for those who convict the guilty;
    rich blessings will be showered on them.",22
2426," An honest answer
    is like a kiss of friendship.",12
2427," Do your planning and prepare your fields
    before building your house.",14
2428," Dont testify against your neighbors without cause;
    dont lie about them.",14
2429," And dont say, Now I can pay them back for what theyve done to me!
    Ill get even with them!",25
2430," I walked by the field of a lazy person,
    the vineyard of one with no common sense.",21
2431," I saw that it was overgrown with nettles.
    It was covered with weeds,
    and its walls were broken down.",26
2432," Then, as I looked and thought about it,
    I learned this lesson:",16
2433," A little extra sleep, a little more slumber,
    a little folding of the hands to rest",20
2434," then poverty will pounce on you like a bandit;
    scarcity will attack you like an armed robber.",22
2501,"These are more proverbs of Solomon, collected by the advisers of King Hezekiah of Judah.",21
2502," It is Gods privilege to conceal things
    and the kings privilege to discover them.",17
2503," No one can comprehend the height of heaven, the depth of the earth,
    or all that goes on in the kings mind!",26
2504," Remove the impurities from silver,
    and the sterling will be ready for the silversmith.",20
2505," Remove the wicked from the kings court,
    and his reign will be made secure by justice.",19
2506," Dont demand an audience with the king
    or push for a place among the great.",18
2507," Its better to wait for an invitation to the head table
    than to be sent away in public disgrace.
Just because youve seen something,",29
2508,"     dont be in a hurry to go to court.
For what will you do in the end
    if your neighbor deals you a shameful defeat?",30
2509," When arguing with your neighbor,
    dont betray another persons secret.",13
2510," Others may accuse you of gossip,
    and you will never regain your good reputation.",17
2511," Timely advice is lovely,
    like golden apples in a silver basket.",15
2512," To one who listens, valid criticism
    is like a gold earring or other gold jewelry.",20
2513," Trustworthy messengers refresh like snow in summer.
    They revive the spirit of their employer.",19
2514," A person who promises a gift but doesnt give it
    is like clouds and wind that bring no rain.",22
2515," Patience can persuade a prince,
    and soft speech can break bones.",15
2516," Do you like honey?
    Dont eat too much, or it will make you sick!",18
2517," Dont visit your neighbors too often,
    or you will wear out your welcome.",16
2518," Telling lies about others
    is as harmful as hitting them with an ax,
wounding them with a sword,
    or shooting them with a sharp arrow.",33
2519," Putting confidence in an unreliable person in times of trouble
    is like chewing with a broken tooth or walking on a lame foot.",26
2520," Singing cheerful songs to a person with a heavy heart
    is like taking someones coat in cold weather
    or pouring vinegar in a wound.",31
2521," If your enemies are hungry, give them food to eat.
    If they are thirsty, give them water to drink.",24
2522," You will heap burning coals of shame on their heads,
    and the Lord will reward you.",20
2523," As surely as a north wind brings rain,
    so a gossiping tongue causes anger!",18
2524," Its better to live alone in the corner of an attic
    than with a quarrelsome wife in a lovely home.",25
2525," Good news from far away
    is like cold water to the thirsty.",15
2526," If the godly give in to the wicked,
    its like polluting a fountain or muddying a spring.",24
2527," Its not good to eat too much honey,
    and its not good to seek honors for yourself.",20
2528," A person without selfcontrol
    is like a city with brokendown walls.",18
2601,"Honor is no more associated with fools
    than snow with summer or rain with harvest.",19
2602," Like a fluttering sparrow or a darting swallow,
    an undeserved curse will not land on its intended victim.",25
2603," Guide a horse with a whip, a donkey with a bridle,
    and a fool with a rod to his back!",26
2604," Dont answer the foolish arguments of fools,
    or you will become as foolish as they are.",19
2605," Be sure to answer the foolish arguments of fools,
    or they will become wise in their own estimation.",21
2606," Trusting a fool to convey a message
    is like cutting off ones feet or drinking poison!",20
2607," A proverb in the mouth of a fool
    is as useless as a paralyzed leg.",18
2608," Honoring a fool
    is as foolish as tying a stone to a slingshot.",19
2609," A proverb in the mouth of a fool
    is like a thorny branch brandished by a drunk.",22
2610," An employer who hires a fool or a bystander
    is like an archer who shoots at random.",22
2611," As a dog returns to its vomit,
    so a fool repeats his foolishness.",18
2612," There is more hope for fools
    than for people who think they are wise.",17
2613," The lazy person claims, Theres a lion on the road!
    Yes, Im sure theres a lion out there!",24
2614," As a door swings back and forth on its hinges,
    so the lazy person turns over in bed.",21
2615," Lazy people take food in their hand
    but dont even lift it to their mouth.",18
2616," Lazy people consider themselves smarter
    than seven wise counselors.",12
2617," Interfering in someone elses argument
    is as foolish as yanking a dogs ears.",20
2618," Just as damaging
    as a madman shooting a deadly weapon",13
2619," is someone who lies to a friend
    and then says, I was only joking.",18
2620," Fire goes out without wood,
    and quarrels disappear when gossip stops.",15
2621," A quarrelsome person starts fights
    as easily as hot embers light charcoal or fire lights wood.",22
2622," Rumors are dainty morsels
    that sink deep into ones heart.",17
2623," Smooth words may hide a wicked heart,
    just as a pretty glaze covers a clay pot.",20
2624," People may cover their hatred with pleasant words,
    but theyre deceiving you.",17
2625," They pretend to be kind, but dont believe them.
    Their hearts are full of many evils.",20
2626," While their hatred may be concealed by trickery,
    their wrongdoing will be exposed in public.",19
2627," If you set a trap for others,
    you will get caught in it yourself.
If you roll a boulder down on others,
    it will crush you instead.",34
2628," A lying tongue hates its victims,
    and flattering words cause ruin.",14
2701,"Dont brag about tomorrow,
    since you dont know what the day will bring.",17
2702," Let someone else praise you, not your own mouth
    a stranger, not your own lips.",20
2703," A stone is heavy and sand is weighty,
    but the resentment caused by a fool is even heavier.",22
2704," Anger is cruel, and wrath is like a flood,
    but jealousy is even more dangerous.",20
2705," An open rebuke
    is better than hidden love!",12
2706," Wounds from a sincere friend
    are better than many kisses from an enemy.",17
2707," A person who is full refuses honey,
    but even bitter food tastes sweet to the hungry.",19
2708," A person who strays from home
    is like a bird that strays from its nest.",20
2709," The heartfelt counsel of a friend
    is as sweet as perfume and incense.",17
2710," Never abandon a friend
    either yours or your fathers.
When disaster strikes, you wont have to ask your brother for assistance.
    Its better to go to a neighbor than to a brother who lives far away.",43
2711," Be wise, my child, and make my heart glad.
    Then I will be able to answer my critics.",23
2712," A prudent person foresees danger and takes precautions.
    The simpleton goes blindly on and suffers the consequences.",23
2713," Get security from someone who guarantees a strangers debt.
    Get a deposit if he does it for foreigners.",21
2714," A loud and cheerful greeting early in the morning
    will be taken as a curse!",18
2715," A quarrelsome wife is as annoying
    as constant dripping on a rainy day.",18
2716," Stopping her complaints is like trying to stop the wind
    or trying to hold something with greased hands.",23
2717," As iron sharpens iron,
    so a friend sharpens a friend.",15
2718," As workers who tend a fig tree are allowed to eat the fruit,
    so workers who protect their employers interests will be rewarded.",26
2719," As a face is reflected in water,
    so the heart reflects the real person.",17
2720," Just as Death and Destruction are never satisfied,
    so human desire is never satisfied.",17
2721," Fire tests the purity of silver and gold,
    but a person is tested by being praised.",19
2722," You cannot separate fools from their foolishness,
    even though you grind them like grain with mortar and pestle.",23
2723," Know the state of your flocks,
    and put your heart into caring for your herds,",20
2724," for riches dont last forever,
    and the crown might not be passed to the next generation.",19
2725," After the hay is harvested and the new crop appears
    and the mountain grasses are gathered in,",21
2726," your sheep will provide wool for clothing,
    and your goats will provide the price of a field.",20
2727," And you will have enough goats milk for yourself,
    your family, and your servant girls.",19
2801,"The wicked run away when no one is chasing them,
    but the godly are as bold as lions.",22
2802," When there is moral rot within a nation, its government topples easily.
    But wise and knowledgeable leaders bring stability.",24
2803," A poor person who oppresses the poor
    is like a pounding rain that destroys the crops.",20
2804," To reject the law is to praise the wicked;
    to obey the law is to fight them.",20
2805," Evil people dont understand justice,
    but those who follow the Lord understand completely.",16
2806," Better to be poor and honest
    than to be dishonest and rich.",15
2807," Young people who obey the law are wise;
    those with wild friends bring shame to their parents.",20
2808," Income from charging high interest rates
    will end up in the pocket of someone who is kind to the poor.",23
2809," God detests the prayers
    of a person who ignores the law.",15
2810," Those who lead good people along an evil path
    will fall into their own trap,
    but the honest will inherit good things.",27
2811," Rich people may think they are wise,
    but a poor person with discernment can see right through them.",22
2812," When the godly succeed, everyone is glad.
    When the wicked take charge, people go into hiding.",22
2813," People who conceal their sins will not prosper,
    but if they confess and turn from them, they will receive mercy.",24
2814," Blessed are those who fear to do wrong,
    but the stubborn are headed for serious trouble.",19
2815," A wicked ruler is as dangerous to the poor
    as a roaring lion or an attacking bear.",20
2816," A ruler with no understanding will oppress his people,
    but one who hates corruption will have a long life.",22
2817," A murderers tormented conscience will drive him into the grave.
    Dont protect him!",17
2818," The blameless will be rescued from harm,
    but the crooked will be suddenly destroyed.",19
2819," A hard worker has plenty of food,
    but a person who chases fantasies ends up in poverty.",21
2820," The trustworthy person will get a rich reward,
    but a person who wants quick riches will get into trouble.",22
2821," Showing partiality is never good,
    yet some will do wrong for a mere piece of bread.",20
2822," Greedy people try to get rich quick
    but dont realize theyre headed for poverty.",19
2823," In the end, people appreciate honest criticism
    far more than flattery.",16
2824," Anyone who steals from his father and mother
    and says, Whats wrong with that?
    is no better than a murderer.",26
